Load earlier flights,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Loading...,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
"Sorry, we don't have any information about flights for this airport",,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Departed 08:10 08:25  Gulfport(GPT) BE9LN90KP -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Departed 09:44 09:30  Meridian(MEI) C560N492CG -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Departed 12:12 11:50 UA5057 Houston(IAH) CRJ2N946SWUnited Express -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Departed 14:11 14:00  Saginaw(MBS) BE30N223JR -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Canceled  14:30  Key West(EYW) AC11N1394J -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Departed 16:04 16:00  Auburn(AUO) BE9LN90KP -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Departed 08:10 08:25  Gulfport(GPT) BE9LN90KP -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Departed 09:44 09:30  Meridian(MEI) C560N492CG -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Departed 12:12 11:50 UA5057 Houston(IAH) CRJ2N946SWUnited Express -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Departed 14:11 14:00  Saginaw(MBS) BE30N223JR -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Canceled  14:30  Key West(EYW) AC11N1394J -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Departed 16:04 16:00  Auburn(AUO) BE9LN90KP -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Departed 08:10 08:25  Gulfport(GPT) BE9LN90KP -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Departed 09:44 09:30  Meridian(MEI) C560N492CG -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Departed 12:12 11:50 UA5057 Houston(IAH) CRJ2N946SWUnited Express -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Departed 14:11 14:00  Saginaw(MBS) BE30N223JR -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Canceled  14:30  Key West(EYW) AC11N1394J -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Departed 16:04 16:00  Auburn(AUO) BE9LN90KP -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Departed 08:10 08:25  Gulfport(GPT) BE9LN90KP -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Departed 09:44 09:30  Meridian(MEI) C560N492CG -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Departed 12:12 11:50 UA5057 Houston(IAH) CRJ2N946SWUnited Express -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Departed 14:11 14:00  Saginaw(MBS) BE30N223JR -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Canceled  14:30  Key West(EYW) AC11N1394J -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Departed 16:04 16:00  Auburn(AUO) BE9LN90KP -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Departed 08:10 08:25  Gulfport(GPT) BE9LN90KP -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Departed 09:44 09:30  Meridian(MEI) C560N492CG -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Departed 12:12 11:50 UA5057 Houston(IAH) CRJ2N946SWUnited Express -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Departed 14:11 14:00  Saginaw(MBS) BE30N223JR -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Canceled  14:30  Key West(EYW) AC11N1394J -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Departed 16:04 16:00  Auburn(AUO) BE9LN90KP -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Estimated dep.  11:50 11:50 UA5057 Houston(IAH) CRJ2N932EVUnited Express -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Estimated dep.  17:05 16:52 UA5045 Meridian(MEI) CRJ2N946SWUnited Express -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Estimated dep.  11:50 11:50 UA5057 Houston(IAH) CRJ2N917EVUnited Express -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Estimated dep.  16:52 16:52 UA5045 Meridian(MEI) CRJ2N487CAUnited Express -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Estimated dep.  11:50 11:50 UA5057 Houston(IAH) CRJ2N932EVUnited Express -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Estimated dep.  17:05 16:52 UA5045 Meridian(MEI) CRJ2N946SWUnited Express -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Estimated dep.  11:50 11:50 UA5057 Houston(IAH) CRJ2N917EVUnited Express -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Estimated dep.  16:52 16:52 UA5045 Meridian(MEI) CRJ2N487CAUnited Express -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Estimated dep.  11:50 11:50 UA5057 Houston(IAH) CRJ2N932EVUnited Express -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Estimated dep.  17:05 16:52 UA5045 Meridian(MEI) CRJ2N946SWUnited Express -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Estimated dep.  11:50 11:50 UA5057 Houston(IAH) CRJ2N917EVUnited Express -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Estimated dep.  16:52 16:52 UA5045 Meridian(MEI) CRJ2N487CAUnited Express -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Estimated dep.  11:50 11:50 UA5057 Houston(IAH) CRJ2N932EVUnited Express -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Estimated dep.  17:05 16:52 UA5045 Meridian(MEI) CRJ2N946SWUnited Express -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Estimated dep.  11:50 11:50 UA5057 Houston(IAH) CRJ2N917EVUnited Express -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Estimated dep.  16:52 16:52 UA5045 Meridian(MEI) CRJ2N487CAUnited Express -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Estimated dep.  11:50 11:50 UA5057 Houston(IAH) CRJ2N932EVUnited Express -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Estimated dep.  17:05 16:52 UA5045 Meridian(MEI) CRJ2N946SWUnited Express -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Estimated dep.  11:50 11:50 UA5057 Houston(IAH) CRJ2N917EVUnited Express -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Estimated dep.  16:52 16:52 UA5045 Meridian(MEI) CRJ2N487CAUnited Express -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Estimated dep.  11:50 11:50 UA5057 Houston(IAH) CRJ2N932EVUnited Express -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Estimated dep.  17:05 16:52 UA5045 Meridian(MEI) CRJ2N946SWUnited Express -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Estimated dep.  11:50 11:50 UA5057 Houston(IAH) CRJ2N917EVUnited Express -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
Estimated dep.  16:52 16:52 UA5045 Meridian(MEI) CRJ2N487CAUnited Express -,,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
"Tuesday, Mar 12",,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
08:25,,Gulfport (GPT)-,-,BE9L (N90KP),,Departed 08:10,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Tuesday, Mar 12 2024"
09:30,,Meridian (MEI)-,-,C560 (N492CG),,Departed 09:44,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Tuesday, Mar 12 2024"
11:50,UA5057,Houston (IAH)-,United Express -,CRJ2 (N946SW),,Departed 12:12,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Tuesday, Mar 12 2024"
14:00,,Saginaw (MBS)-,-,BE30 (N223JR),,Departed 14:11,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Tuesday, Mar 12 2024"
14:30,,Key West (EYW)-,-,AC11 (N1394J),,Canceled,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Tuesday, Mar 12 2024"
16:00,,Auburn (AUO)-,-,BE9L (N90KP),,Departed 16:04,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Tuesday, Mar 12 2024"
08:25,,Gulfport (GPT)-,-,BE9L (N90KP),,Departed 08:10,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Tuesday, Mar 12 2024"
09:30,,Meridian (MEI)-,-,C560 (N492CG),,Departed 09:44,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Tuesday, Mar 12 2024"
11:50,UA5057,Houston (IAH)-,United Express -,CRJ2 (N946SW),,Departed 12:12,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Tuesday, Mar 12 2024"
14:00,,Saginaw (MBS)-,-,BE30 (N223JR),,Departed 14:11,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Tuesday, Mar 12 2024"
14:30,,Key West (EYW)-,-,AC11 (N1394J),,Canceled,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Tuesday, Mar 12 2024"
16:00,,Auburn (AUO)-,-,BE9L (N90KP),,Departed 16:04,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Tuesday, Mar 12 2024"
08:25,,Gulfport (GPT)-,-,BE9L (N90KP),,Departed 08:10,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Tuesday, Mar 12 2024"
09:30,,Meridian (MEI)-,-,C560 (N492CG),,Departed 09:44,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Tuesday, Mar 12 2024"
11:50,UA5057,Houston (IAH)-,United Express -,CRJ2 (N946SW),,Departed 12:12,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Tuesday, Mar 12 2024"
14:00,,Saginaw (MBS)-,-,BE30 (N223JR),,Departed 14:11,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Tuesday, Mar 12 2024"
14:30,,Key West (EYW)-,-,AC11 (N1394J),,Canceled,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Tuesday, Mar 12 2024"
16:00,,Auburn (AUO)-,-,BE9L (N90KP),,Departed 16:04,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Tuesday, Mar 12 2024"
08:25,,Gulfport (GPT)-,-,BE9L (N90KP),,Departed 08:10,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Tuesday, Mar 12 2024"
09:30,,Meridian (MEI)-,-,C560 (N492CG),,Departed 09:44,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Tuesday, Mar 12 2024"
11:50,UA5057,Houston (IAH)-,United Express -,CRJ2 (N946SW),,Departed 12:12,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Tuesday, Mar 12 2024"
14:00,,Saginaw (MBS)-,-,BE30 (N223JR),,Departed 14:11,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Tuesday, Mar 12 2024"
14:30,,Key West (EYW)-,-,AC11 (N1394J),,Canceled,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Tuesday, Mar 12 2024"
16:00,,Auburn (AUO)-,-,BE9L (N90KP),,Departed 16:04,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Tuesday, Mar 12 2024"
08:25,,Gulfport (GPT)-,-,BE9L (N90KP),,Departed 08:10,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Tuesday, Mar 12 2024"
09:30,,Meridian (MEI)-,-,C560 (N492CG),,Departed 09:44,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Tuesday, Mar 12 2024"
11:50,UA5057,Houston (IAH)-,United Express -,CRJ2 (N946SW),,Departed 12:12,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Tuesday, Mar 12 2024"
14:00,,Saginaw (MBS)-,-,BE30 (N223JR),,Departed 14:11,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Tuesday, Mar 12 2024"
14:30,,Key West (EYW)-,-,AC11 (N1394J),,Canceled,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Tuesday, Mar 12 2024"
16:00,,Auburn (AUO)-,-,BE9L (N90KP),,Departed 16:04,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Tuesday, Mar 12 2024"
"Wednesday, Mar 13",,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
11:50,UA5057,Houston (IAH)-,United Express -,CRJ2 (N932EV),,Estimated dep.  11:50,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Wednesday, Mar 13 2024"
16:52,UA5045,Meridian (MEI)-,United Express -,CRJ2 (N946SW),,Estimated dep.  17:05,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Wednesday, Mar 13 2024"
"Thursday, Mar 14",,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
11:50,UA5057,Houston (IAH)-,United Express -,CRJ2 (N917EV),,Estimated dep.  11:50,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Thursday, Mar 14 2024"
16:52,UA5045,Meridian (MEI)-,United Express -,CRJ2 (N487CA),,Estimated dep.  16:52,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Thursday, Mar 14 2024"
"Wednesday, Mar 13",,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
11:50,UA5057,Houston (IAH)-,United Express -,CRJ2 (N932EV),,Estimated dep.  11:50,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Wednesday, Mar 13 2024"
16:52,UA5045,Meridian (MEI)-,United Express -,CRJ2 (N946SW),,Estimated dep.  17:05,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Wednesday, Mar 13 2024"
"Thursday, Mar 14",,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
11:50,UA5057,Houston (IAH)-,United Express -,CRJ2 (N917EV),,Estimated dep.  11:50,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Thursday, Mar 14 2024"
16:52,UA5045,Meridian (MEI)-,United Express -,CRJ2 (N487CA),,Estimated dep.  16:52,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Thursday, Mar 14 2024"
"Wednesday, Mar 13",,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
11:50,UA5057,Houston (IAH)-,United Express -,CRJ2 (N932EV),,Estimated dep.  11:50,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Wednesday, Mar 13 2024"
16:52,UA5045,Meridian (MEI)-,United Express -,CRJ2 (N946SW),,Estimated dep.  17:05,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Wednesday, Mar 13 2024"
"Thursday, Mar 14",,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
11:50,UA5057,Houston (IAH)-,United Express -,CRJ2 (N917EV),,Estimated dep.  11:50,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Thursday, Mar 14 2024"
16:52,UA5045,Meridian (MEI)-,United Express -,CRJ2 (N487CA),,Estimated dep.  16:52,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Thursday, Mar 14 2024"
"Wednesday, Mar 13",,,,,,,Hattiesburg Laurel Regional Airport(PIB/KPIB)
11:50,UA5057,Houston (IAH)-,United Express -,CRJ2 (N932EV),,Estimated dep.  11:50,Hattiesburg Laurel Regional Airport(PIB/KPIB),"Wednesday, Mar 13 2024"
