Load earlier flights,,,,,,,Alpena County Regional Airport(APN/KAPN)
Loading...,,,,,,,Alpena County Regional Airport(APN/KAPN)
"Sorry, we don't have any information about flights for this airport",,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 18:00 17:55 DL4274 Detroit(DTW) CRJ7N703SKAmerican Eagle -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 18:59 19:12 IRO7552 Flint(FNT) C208N906FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 06:14 05:30  Grand Rapids(GRR) BE20N610TA -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 09:40 09:45 IRO871 Grand Rapids(GRR) C208N871FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 10:14 10:00  Marco Island(MRK) C25AN18TF -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 17:57 17:55 DL4274 Detroit(DTW) CRJ7N712EVDelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 19:01 19:12 IRO7552 Flint(FNT) C208N906FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 18:00 17:55 DL4274 Detroit(DTW) CRJ7N703SKAmerican Eagle -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 18:59 19:12 IRO7552 Flint(FNT) C208N906FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 06:14 05:30  Grand Rapids(GRR) BE20N610TA -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 09:40 09:45 IRO871 Grand Rapids(GRR) C208N871FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 10:14 10:00  Marco Island(MRK) C25AN18TF -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 17:57 17:55 DL4274 Detroit(DTW) CRJ7N712EVDelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 19:01 19:12 IRO7552 Flint(FNT) C208N906FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 18:00 17:55 DL4274 Detroit(DTW) CRJ7N703SKAmerican Eagle -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 18:59 19:12 IRO7552 Flint(FNT) C208N906FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 06:14 05:30  Grand Rapids(GRR) BE20N610TA -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 09:40 09:45 IRO871 Grand Rapids(GRR) C208N871FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 10:14 10:00  Marco Island(MRK) C25AN18TF -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 17:57 17:55 DL4274 Detroit(DTW) CRJ7N712EVDelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 19:01 19:12 IRO7552 Flint(FNT) C208N906FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 18:00 17:55 DL4274 Detroit(DTW) CRJ7N703SKAmerican Eagle -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 18:59 19:12 IRO7552 Flint(FNT) C208N906FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 06:14 05:30  Grand Rapids(GRR) BE20N610TA -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 09:40 09:45 IRO871 Grand Rapids(GRR) C208N871FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 10:14 10:00  Marco Island(MRK) C25AN18TF -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 17:57 17:55 DL4274 Detroit(DTW) CRJ7N712EVDelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 19:01 19:12 IRO7552 Flint(FNT) C208N906FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 18:00 17:55 DL4274 Detroit(DTW) CRJ7N703SKAmerican Eagle -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 18:59 19:12 IRO7552 Flint(FNT) C208N906FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 06:14 05:30  Grand Rapids(GRR) BE20N610TA -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 09:40 09:45 IRO871 Grand Rapids(GRR) C208N871FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 10:14 10:00  Marco Island(MRK) C25AN18TF -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 17:57 17:55 DL4274 Detroit(DTW) CRJ7N712EVDelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Departed 19:01 19:12 IRO7552 Flint(FNT) C208N906FEFedEx Feeder -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  09:41 09:30 IRO871 Grand Rapids(GRR) C208CSA Air -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  17:55 17:55 DL4274 Detroit(DTW) CRJ7N625CADelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  19:12 19:12 IRO7552 Flint(FNT) C208CSA Air -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Scheduled  10:18 DL4252 Detroit(DTW) CRJ7N641CADelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  09:41 09:30 IRO871 Grand Rapids(GRR) C208CSA Air -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  17:55 17:55 DL4274 Detroit(DTW) CRJ7N625CADelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  19:12 19:12 IRO7552 Flint(FNT) C208CSA Air -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Scheduled  10:18 DL4252 Detroit(DTW) CRJ7N641CADelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  09:41 09:30 IRO871 Grand Rapids(GRR) C208CSA Air -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  17:55 17:55 DL4274 Detroit(DTW) CRJ7N625CADelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Estimated dep.  19:12 19:12 IRO7552 Flint(FNT) C208CSA Air -,,,,,,,Alpena County Regional Airport(APN/KAPN)
Scheduled  10:18 DL4252 Detroit(DTW) CRJ7N641CADelta Connection -,,,,,,,Alpena County Regional Airport(APN/KAPN)
"Monday, Mar 11",,,,,,,Alpena County Regional Airport(APN/KAPN)
17:55,DL4274,Detroit (DTW)-,American Eagle -,CRJ7 (N703SK),,Departed 18:00,Alpena County Regional Airport(APN/KAPN),"Monday, Mar 11 2024"
19:12,IRO7552,Flint (FNT)-,FedEx Feeder -,C208 (N906FE),,Departed 18:59,Alpena County Regional Airport(APN/KAPN),"Monday, Mar 11 2024"
"Tuesday, Mar 12",,,,,,,Alpena County Regional Airport(APN/KAPN)
05:30,,Grand Rapids (GRR)-,-,BE20 (N610TA),,Departed 06:14,Alpena County Regional Airport(APN/KAPN),"Tuesday, Mar 12 2024"
09:45,IRO871,Grand Rapids (GRR)-,FedEx Feeder -,C208 (N871FE),,Departed 09:40,Alpena County Regional Airport(APN/KAPN),"Tuesday, Mar 12 2024"
10:00,,Marco Island (MRK)-,-,C25A (N18TF),,Departed 10:14,Alpena County Regional Airport(APN/KAPN),"Tuesday, Mar 12 2024"
17:55,DL4274,Detroit (DTW)-,Delta Connection -,CRJ7 (N712EV),,Departed 17:57,Alpena County Regional Airport(APN/KAPN),"Tuesday, Mar 12 2024"
19:12,IRO7552,Flint (FNT)-,FedEx Feeder -,C208 (N906FE),,Departed 19:01,Alpena County Regional Airport(APN/KAPN),"Tuesday, Mar 12 2024"
"Monday, Mar 11",,,,,,,Alpena County Regional Airport(APN/KAPN)
17:55,DL4274,Detroit (DTW)-,American Eagle -,CRJ7 (N703SK),,Departed 18:00,Alpena County Regional Airport(APN/KAPN),"Monday, Mar 11 2024"
19:12,IRO7552,Flint (FNT)-,FedEx Feeder -,C208 (N906FE),,Departed 18:59,Alpena County Regional Airport(APN/KAPN),"Monday, Mar 11 2024"
"Tuesday, Mar 12",,,,,,,Alpena County Regional Airport(APN/KAPN)
05:30,,Grand Rapids (GRR)-,-,BE20 (N610TA),,Departed 06:14,Alpena County Regional Airport(APN/KAPN),"Tuesday, Mar 12 2024"
09:45,IRO871,Grand Rapids (GRR)-,FedEx Feeder -,C208 (N871FE),,Departed 09:40,Alpena County Regional Airport(APN/KAPN),"Tuesday, Mar 12 2024"
10:00,,Marco Island (MRK)-,-,C25A (N18TF),,Departed 10:14,Alpena County Regional Airport(APN/KAPN),"Tuesday, Mar 12 2024"
17:55,DL4274,Detroit (DTW)-,Delta Connection -,CRJ7 (N712EV),,Departed 17:57,Alpena County Regional Airport(APN/KAPN),"Tuesday, Mar 12 2024"
19:12,IRO7552,Flint (FNT)-,FedEx Feeder -,C208 (N906FE),,Departed 19:01,Alpena County Regional Airport(APN/KAPN),"Tuesday, Mar 12 2024"
"Monday, Mar 11",,,,,,,Alpena County Regional Airport(APN/KAPN)
17:55,DL4274,Detroit (DTW)-,American Eagle -,CRJ7 (N703SK),,Departed 18:00,Alpena County Regional Airport(APN/KAPN),"Monday, Mar 11 2024"
19:12,IRO7552,Flint (FNT)-,FedEx Feeder -,C208 (N906FE),,Departed 18:59,Alpena County Regional Airport(APN/KAPN),"Monday, Mar 11 2024"
"Tuesday, Mar 12",,,,,,,Alpena County Regional Airport(APN/KAPN)
05:30,,Grand Rapids (GRR)-,-,BE20 (N610TA),,Departed 06:14,Alpena County Regional Airport(APN/KAPN),"Tuesday, Mar 12 2024"
09:45,IRO871,Grand Rapids (GRR)-,FedEx Feeder -,C208 (N871FE),,Departed 09:40,Alpena County Regional Airport(APN/KAPN),"Tuesday, Mar 12 2024"
10:00,,Marco Island (MRK)-,-,C25A (N18TF),,Departed 10:14,Alpena County Regional Airport(APN/KAPN),"Tuesday, Mar 12 2024"
17:55,DL4274,Detroit (DTW)-,Delta Connection -,CRJ7 (N712EV),,Departed 17:57,Alpena County Regional Airport(APN/KAPN),"Tuesday, Mar 12 2024"
19:12,IRO7552,Flint (FNT)-,FedEx Feeder -,C208 (N906FE),,Departed 19:01,Alpena County Regional Airport(APN/KAPN),"Tuesday, Mar 12 2024"
"Monday, Mar 11",,,,,,,Alpena County Regional Airport(APN/KAPN)
17:55,DL4274,Detroit (DTW)-,American Eagle -,CRJ7 (N703SK),,Departed 18:00,Alpena County Regional Airport(APN/KAPN),"Monday, Mar 11 2024"
19:12,IRO7552,Flint (FNT)-,FedEx Feeder -,C208 (N906FE),,Departed 18:59,Alpena County Regional Airport(APN/KAPN),"Monday, Mar 11 2024"
"Tuesday, Mar 12",,,,,,,Alpena County Regional Airport(APN/KAPN)
05:30,,Grand Rapids (GRR)-,-,BE20 (N610TA),,Departed 06:14,Alpena County Regional Airport(APN/KAPN),"Tuesday, Mar 12 2024"
09:45,IRO871,Grand Rapids (GRR)-,FedEx Feeder -,C208 (N871FE),,Departed 09:40,Alpena County Regional Airport(APN/KAPN),"Tuesday, Mar 12 2024"
10:00,,Marco Island (MRK)-,-,C25A (N18TF),,Departed 10:14,Alpena County Regional Airport(APN/KAPN),"Tuesday, Mar 12 2024"
17:55,DL4274,Detroit (DTW)-,Delta Connection -,CRJ7 (N712EV),,Departed 17:57,Alpena County Regional Airport(APN/KAPN),"Tuesday, Mar 12 2024"
19:12,IRO7552,Flint (FNT)-,FedEx Feeder -,C208 (N906FE),,Departed 19:01,Alpena County Regional Airport(APN/KAPN),"Tuesday, Mar 12 2024"
"Monday, Mar 11",,,,,,,Alpena County Regional Airport(APN/KAPN)
17:55,DL4274,Detroit (DTW)-,American Eagle -,CRJ7 (N703SK),,Departed 18:00,Alpena County Regional Airport(APN/KAPN),"Monday, Mar 11 2024"
19:12,IRO7552,Flint (FNT)-,FedEx Feeder -,C208 (N906FE),,Departed 18:59,Alpena County Regional Airport(APN/KAPN),"Monday, Mar 11 2024"
"Tuesday, Mar 12",,,,,,,Alpena County Regional Airport(APN/KAPN)
05:30,,Grand Rapids (GRR)-,-,BE20 (N610TA),,Departed 06:14,Alpena County Regional Airport(APN/KAPN),"Tuesday, Mar 12 2024"
09:45,IRO871,Grand Rapids (GRR)-,FedEx Feeder -,C208 (N871FE),,Departed 09:40,Alpena County Regional Airport(APN/KAPN),"Tuesday, Mar 12 2024"
10:00,,Marco Island (MRK)-,-,C25A (N18TF),,Departed 10:14,Alpena County Regional Airport(APN/KAPN),"Tuesday, Mar 12 2024"
17:55,DL4274,Detroit (DTW)-,Delta Connection -,CRJ7 (N712EV),,Departed 17:57,Alpena County Regional Airport(APN/KAPN),"Tuesday, Mar 12 2024"
19:12,IRO7552,Flint (FNT)-,FedEx Feeder -,C208 (N906FE),,Departed 19:01,Alpena County Regional Airport(APN/KAPN),"Tuesday, Mar 12 2024"
"Wednesday, Mar 13",,,,,,,Alpena County Regional Airport(APN/KAPN)
