Load earlier flights,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Loading...,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
"Sorry, we don't have any information about flights for this airport",,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Departed 10:01 06:30 9X422 Dallas(DFW) C208N803FSouthern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Departed 13:31 12:15  Destin(DSI) BE58N430RV -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Departed 14:56 13:00 9X426 Dallas(DFW) C208N803FSouthern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Departed 10:01 06:30 9X422 Dallas(DFW) C208N803FSouthern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Departed 13:31 12:15  Destin(DSI) BE58N430RV -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Departed 14:56 13:00 9X426 Dallas(DFW) C208N803FSouthern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Departed 10:01 06:30 9X422 Dallas(DFW) C208N803FSouthern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Departed 13:31 12:15  Destin(DSI) BE58N430RV -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Departed 14:56 13:00 9X426 Dallas(DFW) C208N803FSouthern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Departed 10:01 06:30 9X422 Dallas(DFW) C208N803FSouthern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Departed 13:31 12:15  Destin(DSI) BE58N430RV -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Departed 14:56 13:00 9X426 Dallas(DFW) C208N803FSouthern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Departed 10:01 06:30 9X422 Dallas(DFW) C208N803FSouthern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Departed 13:31 12:15  Destin(DSI) BE58N430RV -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Departed 14:56 13:00 9X426 Dallas(DFW) C208N803FSouthern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Departed 06:32 06:30 9X422 Dallas(DFW) C208N803FSouthern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Estimated dep.  13:17 13:00 9X426 Dallas(DFW) C208Southern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Estimated dep.  06:41 06:30 9X422 Dallas(DFW) C208Southern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Scheduled  12:10 9X78 Memphis(MEM) CNCSouthern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Scheduled  16:00 9X426 Dallas(DFW) CNCSouthern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Departed 06:32 06:30 9X422 Dallas(DFW) C208N803FSouthern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Estimated dep.  13:17 13:00 9X426 Dallas(DFW) C208Southern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Estimated dep.  06:41 06:30 9X422 Dallas(DFW) C208Southern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Scheduled  12:10 9X78 Memphis(MEM) CNCSouthern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Scheduled  16:00 9X426 Dallas(DFW) CNCSouthern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Departed 06:32 06:30 9X422 Dallas(DFW) C208N803FSouthern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Estimated dep.  13:17 13:00 9X426 Dallas(DFW) C208Southern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Estimated dep.  06:41 06:30 9X422 Dallas(DFW) C208Southern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Scheduled  12:10 9X78 Memphis(MEM) CNCSouthern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Scheduled  16:00 9X426 Dallas(DFW) CNCSouthern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Departed 06:32 06:30 9X422 Dallas(DFW) C208N803FSouthern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Estimated dep.  13:17 13:00 9X426 Dallas(DFW) C208Southern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Estimated dep.  06:41 06:30 9X422 Dallas(DFW) C208Southern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Scheduled  12:10 9X78 Memphis(MEM) CNCSouthern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Scheduled  16:00 9X426 Dallas(DFW) CNCSouthern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Departed 06:32 06:30 9X422 Dallas(DFW) C208N803FSouthern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Estimated dep.  13:17 13:00 9X426 Dallas(DFW) C208Southern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Estimated dep.  06:41 06:30 9X422 Dallas(DFW) C208Southern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Scheduled  12:10 9X78 Memphis(MEM) CNCSouthern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Scheduled  16:00 9X426 Dallas(DFW) CNCSouthern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Departed 06:32 06:30 9X422 Dallas(DFW) C208N803FSouthern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Estimated dep.  13:17 13:00 9X426 Dallas(DFW) C208Southern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Estimated dep.  06:41 06:30 9X422 Dallas(DFW) C208Southern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Scheduled  12:10 9X78 Memphis(MEM) CNCSouthern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
Scheduled  16:00 9X426 Dallas(DFW) CNCSouthern Airways Express -,,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
"Tuesday, Mar 12",,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
06:30,9X422,Dallas (DFW)-,Southern Airways Express -,C208 (N803F),,Departed 10:01,El Dorado South Arkansas Regional Airport(ELD/KELD),"Tuesday, Mar 12 2024"
12:15,,Destin (DSI)-,-,BE58 (N430RV),,Departed 13:31,El Dorado South Arkansas Regional Airport(ELD/KELD),"Tuesday, Mar 12 2024"
13:00,9X426,Dallas (DFW)-,Southern Airways Express -,C208 (N803F),,Departed 14:56,El Dorado South Arkansas Regional Airport(ELD/KELD),"Tuesday, Mar 12 2024"
06:30,9X422,Dallas (DFW)-,Southern Airways Express -,C208 (N803F),,Departed 10:01,El Dorado South Arkansas Regional Airport(ELD/KELD),"Tuesday, Mar 12 2024"
12:15,,Destin (DSI)-,-,BE58 (N430RV),,Departed 13:31,El Dorado South Arkansas Regional Airport(ELD/KELD),"Tuesday, Mar 12 2024"
13:00,9X426,Dallas (DFW)-,Southern Airways Express -,C208 (N803F),,Departed 14:56,El Dorado South Arkansas Regional Airport(ELD/KELD),"Tuesday, Mar 12 2024"
06:30,9X422,Dallas (DFW)-,Southern Airways Express -,C208 (N803F),,Departed 10:01,El Dorado South Arkansas Regional Airport(ELD/KELD),"Tuesday, Mar 12 2024"
12:15,,Destin (DSI)-,-,BE58 (N430RV),,Departed 13:31,El Dorado South Arkansas Regional Airport(ELD/KELD),"Tuesday, Mar 12 2024"
13:00,9X426,Dallas (DFW)-,Southern Airways Express -,C208 (N803F),,Departed 14:56,El Dorado South Arkansas Regional Airport(ELD/KELD),"Tuesday, Mar 12 2024"
06:30,9X422,Dallas (DFW)-,Southern Airways Express -,C208 (N803F),,Departed 10:01,El Dorado South Arkansas Regional Airport(ELD/KELD),"Tuesday, Mar 12 2024"
12:15,,Destin (DSI)-,-,BE58 (N430RV),,Departed 13:31,El Dorado South Arkansas Regional Airport(ELD/KELD),"Tuesday, Mar 12 2024"
13:00,9X426,Dallas (DFW)-,Southern Airways Express -,C208 (N803F),,Departed 14:56,El Dorado South Arkansas Regional Airport(ELD/KELD),"Tuesday, Mar 12 2024"
06:30,9X422,Dallas (DFW)-,Southern Airways Express -,C208 (N803F),,Departed 10:01,El Dorado South Arkansas Regional Airport(ELD/KELD),"Tuesday, Mar 12 2024"
12:15,,Destin (DSI)-,-,BE58 (N430RV),,Departed 13:31,El Dorado South Arkansas Regional Airport(ELD/KELD),"Tuesday, Mar 12 2024"
13:00,9X426,Dallas (DFW)-,Southern Airways Express -,C208 (N803F),,Departed 14:56,El Dorado South Arkansas Regional Airport(ELD/KELD),"Tuesday, Mar 12 2024"
"Wednesday, Mar 13",,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
06:30,9X422,Dallas (DFW)-,Southern Airways Express -,C208 (N803F),,Departed 06:32,El Dorado South Arkansas Regional Airport(ELD/KELD),"Wednesday, Mar 13 2024"
13:00,9X426,Dallas (DFW)-,Southern Airways Express -,C208 (),,Estimated dep.  13:17,El Dorado South Arkansas Regional Airport(ELD/KELD),"Wednesday, Mar 13 2024"
"Thursday, Mar 14",,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
06:30,9X422,Dallas (DFW)-,Southern Airways Express -,C208 (),,Estimated dep.  06:41,El Dorado South Arkansas Regional Airport(ELD/KELD),"Thursday, Mar 14 2024"
12:10,9X78,Memphis (MEM)-,Southern Airways Express -,CNC (),,Scheduled,El Dorado South Arkansas Regional Airport(ELD/KELD),"Thursday, Mar 14 2024"
16:00,9X426,Dallas (DFW)-,Southern Airways Express -,CNC (),,Scheduled,El Dorado South Arkansas Regional Airport(ELD/KELD),"Thursday, Mar 14 2024"
"Wednesday, Mar 13",,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
06:30,9X422,Dallas (DFW)-,Southern Airways Express -,C208 (N803F),,Departed 06:32,El Dorado South Arkansas Regional Airport(ELD/KELD),"Wednesday, Mar 13 2024"
13:00,9X426,Dallas (DFW)-,Southern Airways Express -,C208 (),,Estimated dep.  13:17,El Dorado South Arkansas Regional Airport(ELD/KELD),"Wednesday, Mar 13 2024"
"Thursday, Mar 14",,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
06:30,9X422,Dallas (DFW)-,Southern Airways Express -,C208 (),,Estimated dep.  06:41,El Dorado South Arkansas Regional Airport(ELD/KELD),"Thursday, Mar 14 2024"
12:10,9X78,Memphis (MEM)-,Southern Airways Express -,CNC (),,Scheduled,El Dorado South Arkansas Regional Airport(ELD/KELD),"Thursday, Mar 14 2024"
16:00,9X426,Dallas (DFW)-,Southern Airways Express -,CNC (),,Scheduled,El Dorado South Arkansas Regional Airport(ELD/KELD),"Thursday, Mar 14 2024"
"Wednesday, Mar 13",,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
06:30,9X422,Dallas (DFW)-,Southern Airways Express -,C208 (N803F),,Departed 06:32,El Dorado South Arkansas Regional Airport(ELD/KELD),"Wednesday, Mar 13 2024"
13:00,9X426,Dallas (DFW)-,Southern Airways Express -,C208 (),,Estimated dep.  13:17,El Dorado South Arkansas Regional Airport(ELD/KELD),"Wednesday, Mar 13 2024"
"Thursday, Mar 14",,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
06:30,9X422,Dallas (DFW)-,Southern Airways Express -,C208 (),,Estimated dep.  06:41,El Dorado South Arkansas Regional Airport(ELD/KELD),"Thursday, Mar 14 2024"
12:10,9X78,Memphis (MEM)-,Southern Airways Express -,CNC (),,Scheduled,El Dorado South Arkansas Regional Airport(ELD/KELD),"Thursday, Mar 14 2024"
16:00,9X426,Dallas (DFW)-,Southern Airways Express -,CNC (),,Scheduled,El Dorado South Arkansas Regional Airport(ELD/KELD),"Thursday, Mar 14 2024"
"Wednesday, Mar 13",,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
06:30,9X422,Dallas (DFW)-,Southern Airways Express -,C208 (N803F),,Departed 06:32,El Dorado South Arkansas Regional Airport(ELD/KELD),"Wednesday, Mar 13 2024"
13:00,9X426,Dallas (DFW)-,Southern Airways Express -,C208 (),,Estimated dep.  13:17,El Dorado South Arkansas Regional Airport(ELD/KELD),"Wednesday, Mar 13 2024"
"Thursday, Mar 14",,,,,,,El Dorado South Arkansas Regional Airport(ELD/KELD)
06:30,9X422,Dallas (DFW)-,Southern Airways Express -,C208 (),,Estimated dep.  06:41,El Dorado South Arkansas Regional Airport(ELD/KELD),"Thursday, Mar 14 2024"
12:10,9X78,Memphis (MEM)-,Southern Airways Express -,CNC (),,Scheduled,El Dorado South Arkansas Regional Airport(ELD/KELD),"Thursday, Mar 14 2024"
16:00,9X426,Dallas (DFW)-,Southern Airways Express -,CNC (),,Scheduled,El Dorado South Arkansas Regional Airport(ELD/KELD),"Thursday, Mar 14 2024"
