Load earlier flights,,,,,,,Houston Southwest Airport(QTA/KAXH)
Loading...,,,,,,,Houston Southwest Airport(QTA/KAXH)
"Sorry, we don't have any information about flights for this airport",,,,,,,Houston Southwest Airport(QTA/KAXH)
Departed 10:23 10:00  Baton Rouge(BTR) BT36N6745Y -,,,,,,,Houston Southwest Airport(QTA/KAXH)
Departed 13:54 13:30  Albuquerque(ABQ) C25CN111BP -,,,,,,,Houston Southwest Airport(QTA/KAXH)
Departed 06:21 06:08  Lafayette(LFT) C25CN32GE -,,,,,,,Houston Southwest Airport(QTA/KAXH)
Departed 10:23 10:00  Baton Rouge(BTR) BT36N6745Y -,,,,,,,Houston Southwest Airport(QTA/KAXH)
Departed 13:54 13:30  Albuquerque(ABQ) C25CN111BP -,,,,,,,Houston Southwest Airport(QTA/KAXH)
Departed 06:21 06:08  Lafayette(LFT) C25CN32GE -,,,,,,,Houston Southwest Airport(QTA/KAXH)
Departed 10:23 10:00  Baton Rouge(BTR) BT36N6745Y -,,,,,,,Houston Southwest Airport(QTA/KAXH)
Departed 13:54 13:30  Albuquerque(ABQ) C25CN111BP -,,,,,,,Houston Southwest Airport(QTA/KAXH)
Departed 06:21 06:08  Lafayette(LFT) C25CN32GE -,,,,,,,Houston Southwest Airport(QTA/KAXH)
Departed 10:23 10:00  Baton Rouge(BTR) BT36N6745Y -,,,,,,,Houston Southwest Airport(QTA/KAXH)
Departed 13:54 13:30  Albuquerque(ABQ) C25CN111BP -,,,,,,,Houston Southwest Airport(QTA/KAXH)
Departed 06:21 06:08  Lafayette(LFT) C25CN32GE -,,,,,,,Houston Southwest Airport(QTA/KAXH)
Departed 10:23 10:00  Baton Rouge(BTR) BT36N6745Y -,,,,,,,Houston Southwest Airport(QTA/KAXH)
Departed 13:54 13:30  Albuquerque(ABQ) C25CN111BP -,,,,,,,Houston Southwest Airport(QTA/KAXH)
Departed 06:21 06:08  Lafayette(LFT) C25CN32GE -,,,,,,,Houston Southwest Airport(QTA/KAXH)
"Tuesday, Mar 12",,,,,,,Houston Southwest Airport(QTA/KAXH)
10:00,,Baton Rouge (BTR)-,-,BT36 (N6745Y),,Departed 10:23,Houston Southwest Airport(QTA/KAXH),"Tuesday, Mar 12 2024"
13:30,,Albuquerque (ABQ)-,-,C25C (N111BP),,Departed 13:54,Houston Southwest Airport(QTA/KAXH),"Tuesday, Mar 12 2024"
"Wednesday, Mar 13",,,,,,,Houston Southwest Airport(QTA/KAXH)
06:08,,Lafayette (LFT)-,-,C25C (N32GE),,Departed 06:21,Houston Southwest Airport(QTA/KAXH),"Wednesday, Mar 13 2024"
"Tuesday, Mar 12",,,,,,,Houston Southwest Airport(QTA/KAXH)
10:00,,Baton Rouge (BTR)-,-,BT36 (N6745Y),,Departed 10:23,Houston Southwest Airport(QTA/KAXH),"Tuesday, Mar 12 2024"
13:30,,Albuquerque (ABQ)-,-,C25C (N111BP),,Departed 13:54,Houston Southwest Airport(QTA/KAXH),"Tuesday, Mar 12 2024"
"Wednesday, Mar 13",,,,,,,Houston Southwest Airport(QTA/KAXH)
06:08,,Lafayette (LFT)-,-,C25C (N32GE),,Departed 06:21,Houston Southwest Airport(QTA/KAXH),"Wednesday, Mar 13 2024"
"Tuesday, Mar 12",,,,,,,Houston Southwest Airport(QTA/KAXH)
10:00,,Baton Rouge (BTR)-,-,BT36 (N6745Y),,Departed 10:23,Houston Southwest Airport(QTA/KAXH),"Tuesday, Mar 12 2024"
13:30,,Albuquerque (ABQ)-,-,C25C (N111BP),,Departed 13:54,Houston Southwest Airport(QTA/KAXH),"Tuesday, Mar 12 2024"
"Wednesday, Mar 13",,,,,,,Houston Southwest Airport(QTA/KAXH)
06:08,,Lafayette (LFT)-,-,C25C (N32GE),,Departed 06:21,Houston Southwest Airport(QTA/KAXH),"Wednesday, Mar 13 2024"
"Tuesday, Mar 12",,,,,,,Houston Southwest Airport(QTA/KAXH)
10:00,,Baton Rouge (BTR)-,-,BT36 (N6745Y),,Departed 10:23,Houston Southwest Airport(QTA/KAXH),"Tuesday, Mar 12 2024"
13:30,,Albuquerque (ABQ)-,-,C25C (N111BP),,Departed 13:54,Houston Southwest Airport(QTA/KAXH),"Tuesday, Mar 12 2024"
"Wednesday, Mar 13",,,,,,,Houston Southwest Airport(QTA/KAXH)
06:08,,Lafayette (LFT)-,-,C25C (N32GE),,Departed 06:21,Houston Southwest Airport(QTA/KAXH),"Wednesday, Mar 13 2024"
"Tuesday, Mar 12",,,,,,,Houston Southwest Airport(QTA/KAXH)
10:00,,Baton Rouge (BTR)-,-,BT36 (N6745Y),,Departed 10:23,Houston Southwest Airport(QTA/KAXH),"Tuesday, Mar 12 2024"
13:30,,Albuquerque (ABQ)-,-,C25C (N111BP),,Departed 13:54,Houston Southwest Airport(QTA/KAXH),"Tuesday, Mar 12 2024"
"Wednesday, Mar 13",,,,,,,Houston Southwest Airport(QTA/KAXH)
06:08,,Lafayette (LFT)-,-,C25C (N32GE),,Departed 06:21,Houston Southwest Airport(QTA/KAXH),"Wednesday, Mar 13 2024"
Load later flights,,,,,,,Houston Southwest Airport(QTA/KAXH),"Wednesday, Mar 13 2024"
* All times are in local timezone,,,,,,,Houston Southwest Airport(QTA/KAXH),"Wednesday, Mar 13 2024"
