Load earlier flights,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Loading...,,,,,,,Guymon Municipal Airport(GUY/KGUY)
"Sorry, we don't have any information about flights for this airport",,,,,,,Guymon Municipal Airport(GUY/KGUY)
Landed 01:32 01:45  Dallas(DAL) BE9LN38AP -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Landed 09:47 09:03  Garden City(GCK) BE9LN38AP -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Landed 09:14 09:10 MRA637 Woodward(WWR) C208N208TFMartinaire -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Landed 01:45 01:34  Dallas(DAL) BE9LN38AP -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Landed 07:12 07:05  Oklahoma City(PWA) C25AN525LD -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Landed 01:32 01:45  Dallas(DAL) BE9LN38AP -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Landed 09:47 09:03  Garden City(GCK) BE9LN38AP -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Landed 09:14 09:10 MRA637 Woodward(WWR) C208N208TFMartinaire -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Landed 01:45 01:34  Dallas(DAL) BE9LN38AP -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Landed 07:12 07:05  Oklahoma City(PWA) C25AN525LD -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Landed 01:32 01:45  Dallas(DAL) BE9LN38AP -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Landed 09:47 09:03  Garden City(GCK) BE9LN38AP -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Landed 09:14 09:10 MRA637 Woodward(WWR) C208N208TFMartinaire -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Landed 01:45 01:34  Dallas(DAL) BE9LN38AP -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Landed 07:12 07:05  Oklahoma City(PWA) C25AN525LD -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Landed 01:32 01:45  Dallas(DAL) BE9LN38AP -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Landed 09:47 09:03  Garden City(GCK) BE9LN38AP -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Landed 09:14 09:10 MRA637 Woodward(WWR) C208N208TFMartinaire -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Landed 01:45 01:34  Dallas(DAL) BE9LN38AP -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Landed 07:12 07:05  Oklahoma City(PWA) C25AN525LD -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Landed 01:32 01:45  Dallas(DAL) BE9LN38AP -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Landed 09:47 09:03  Garden City(GCK) BE9LN38AP -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Landed 09:14 09:10 MRA637 Woodward(WWR) C208N208TFMartinaire -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Landed 01:45 01:34  Dallas(DAL) BE9LN38AP -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Landed 07:12 07:05  Oklahoma City(PWA) C25AN525LD -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Estimated 08:40 09:12  Kansas City(JCI) SF50N523LR -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Scheduled  09:36 MRA637 Woodward(WWR) C208Martinaire -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Estimated 08:40 09:12  Kansas City(JCI) SF50N523LR -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Scheduled  09:36 MRA637 Woodward(WWR) C208Martinaire -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Estimated 08:40 09:12  Kansas City(JCI) SF50N523LR -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Scheduled  09:36 MRA637 Woodward(WWR) C208Martinaire -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Estimated 08:40 09:12  Kansas City(JCI) SF50N523LR -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Scheduled  09:36 MRA637 Woodward(WWR) C208Martinaire -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Estimated 08:40 09:12  Kansas City(JCI) SF50N523LR -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Scheduled  09:36 MRA637 Woodward(WWR) C208Martinaire -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Estimated 08:40 09:12  Kansas City(JCI) SF50N523LR -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
Scheduled  09:36 MRA637 Woodward(WWR) C208Martinaire -,,,,,,,Guymon Municipal Airport(GUY/KGUY)
"Tuesday, Mar 12",,,,,,,Guymon Municipal Airport(GUY/KGUY)
01:45,,Dallas (DAL)-,-,BE9L (N38AP),,Landed 01:32,Guymon Municipal Airport(GUY/KGUY),"Tuesday, Mar 12 2024"
09:03,,Garden City (GCK)-,-,BE9L (N38AP),,Landed 09:47,Guymon Municipal Airport(GUY/KGUY),"Tuesday, Mar 12 2024"
09:10,MRA637,Woodward (WWR)-,Martinaire -,C208 (N208TF),,Landed 09:14,Guymon Municipal Airport(GUY/KGUY),"Tuesday, Mar 12 2024"
"Wednesday, Mar 13",,,,,,,Guymon Municipal Airport(GUY/KGUY)
01:34,,Dallas (DAL)-,-,BE9L (N38AP),,Landed 01:45,Guymon Municipal Airport(GUY/KGUY),"Wednesday, Mar 13 2024"
07:05,,Oklahoma City (PWA)-,-,C25A (N525LD),,Landed 07:12,Guymon Municipal Airport(GUY/KGUY),"Wednesday, Mar 13 2024"
"Tuesday, Mar 12",,,,,,,Guymon Municipal Airport(GUY/KGUY)
01:45,,Dallas (DAL)-,-,BE9L (N38AP),,Landed 01:32,Guymon Municipal Airport(GUY/KGUY),"Tuesday, Mar 12 2024"
09:03,,Garden City (GCK)-,-,BE9L (N38AP),,Landed 09:47,Guymon Municipal Airport(GUY/KGUY),"Tuesday, Mar 12 2024"
09:10,MRA637,Woodward (WWR)-,Martinaire -,C208 (N208TF),,Landed 09:14,Guymon Municipal Airport(GUY/KGUY),"Tuesday, Mar 12 2024"
"Wednesday, Mar 13",,,,,,,Guymon Municipal Airport(GUY/KGUY)
01:34,,Dallas (DAL)-,-,BE9L (N38AP),,Landed 01:45,Guymon Municipal Airport(GUY/KGUY),"Wednesday, Mar 13 2024"
07:05,,Oklahoma City (PWA)-,-,C25A (N525LD),,Landed 07:12,Guymon Municipal Airport(GUY/KGUY),"Wednesday, Mar 13 2024"
"Tuesday, Mar 12",,,,,,,Guymon Municipal Airport(GUY/KGUY)
01:45,,Dallas (DAL)-,-,BE9L (N38AP),,Landed 01:32,Guymon Municipal Airport(GUY/KGUY),"Tuesday, Mar 12 2024"
09:03,,Garden City (GCK)-,-,BE9L (N38AP),,Landed 09:47,Guymon Municipal Airport(GUY/KGUY),"Tuesday, Mar 12 2024"
09:10,MRA637,Woodward (WWR)-,Martinaire -,C208 (N208TF),,Landed 09:14,Guymon Municipal Airport(GUY/KGUY),"Tuesday, Mar 12 2024"
"Wednesday, Mar 13",,,,,,,Guymon Municipal Airport(GUY/KGUY)
01:34,,Dallas (DAL)-,-,BE9L (N38AP),,Landed 01:45,Guymon Municipal Airport(GUY/KGUY),"Wednesday, Mar 13 2024"
07:05,,Oklahoma City (PWA)-,-,C25A (N525LD),,Landed 07:12,Guymon Municipal Airport(GUY/KGUY),"Wednesday, Mar 13 2024"
"Tuesday, Mar 12",,,,,,,Guymon Municipal Airport(GUY/KGUY)
01:45,,Dallas (DAL)-,-,BE9L (N38AP),,Landed 01:32,Guymon Municipal Airport(GUY/KGUY),"Tuesday, Mar 12 2024"
09:03,,Garden City (GCK)-,-,BE9L (N38AP),,Landed 09:47,Guymon Municipal Airport(GUY/KGUY),"Tuesday, Mar 12 2024"
09:10,MRA637,Woodward (WWR)-,Martinaire -,C208 (N208TF),,Landed 09:14,Guymon Municipal Airport(GUY/KGUY),"Tuesday, Mar 12 2024"
"Wednesday, Mar 13",,,,,,,Guymon Municipal Airport(GUY/KGUY)
01:34,,Dallas (DAL)-,-,BE9L (N38AP),,Landed 01:45,Guymon Municipal Airport(GUY/KGUY),"Wednesday, Mar 13 2024"
07:05,,Oklahoma City (PWA)-,-,C25A (N525LD),,Landed 07:12,Guymon Municipal Airport(GUY/KGUY),"Wednesday, Mar 13 2024"
"Tuesday, Mar 12",,,,,,,Guymon Municipal Airport(GUY/KGUY)
01:45,,Dallas (DAL)-,-,BE9L (N38AP),,Landed 01:32,Guymon Municipal Airport(GUY/KGUY),"Tuesday, Mar 12 2024"
09:03,,Garden City (GCK)-,-,BE9L (N38AP),,Landed 09:47,Guymon Municipal Airport(GUY/KGUY),"Tuesday, Mar 12 2024"
09:10,MRA637,Woodward (WWR)-,Martinaire -,C208 (N208TF),,Landed 09:14,Guymon Municipal Airport(GUY/KGUY),"Tuesday, Mar 12 2024"
"Wednesday, Mar 13",,,,,,,Guymon Municipal Airport(GUY/KGUY)
01:34,,Dallas (DAL)-,-,BE9L (N38AP),,Landed 01:45,Guymon Municipal Airport(GUY/KGUY),"Wednesday, Mar 13 2024"
07:05,,Oklahoma City (PWA)-,-,C25A (N525LD),,Landed 07:12,Guymon Municipal Airport(GUY/KGUY),"Wednesday, Mar 13 2024"
09:12,,Kansas City (JCI)-,-,SF50 (N523LR),,Estimated 08:40,Guymon Municipal Airport(GUY/KGUY),"Wednesday, Mar 13 2024"
