Load earlier flights,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Loading...,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
"Sorry, we don't have any information about flights for this airport",,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Unknown  13:30 5V5044 Fairbanks(FAI) C208N838GVEverts Air Alaska -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Unknown  14:45 8V320 Fairbanks(FAI) C208N755RVPrivate owner -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Unknown  10:45 8V300 Fairbanks(FAI) C208N999WVWright Air Service -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Landed 13:58 13:30 5V5044 Fairbanks(FAI) C208N575JDEverts Air Alaska -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Unknown  14:45 8V320 Fairbanks(FAI) C208N999WVWright Air Service -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Unknown  13:30 5V5044 Fairbanks(FAI) C208N838GVEverts Air Alaska -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Unknown  14:45 8V320 Fairbanks(FAI) C208N755RVPrivate owner -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Unknown  10:45 8V300 Fairbanks(FAI) C208N999WVWright Air Service -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Landed 13:58 13:30 5V5044 Fairbanks(FAI) C208N575JDEverts Air Alaska -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Unknown  14:45 8V320 Fairbanks(FAI) C208N999WVWright Air Service -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Unknown  13:30 5V5044 Fairbanks(FAI) C208N838GVEverts Air Alaska -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Unknown  14:45 8V320 Fairbanks(FAI) C208N755RVPrivate owner -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Unknown  10:45 8V300 Fairbanks(FAI) C208N999WVWright Air Service -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Landed 13:58 13:30 5V5044 Fairbanks(FAI) C208N575JDEverts Air Alaska -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Unknown  14:45 8V320 Fairbanks(FAI) C208N999WVWright Air Service -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Unknown  13:30 5V5044 Fairbanks(FAI) C208N838GVEverts Air Alaska -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Unknown  14:45 8V320 Fairbanks(FAI) C208N755RVPrivate owner -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Unknown  10:45 8V300 Fairbanks(FAI) C208N999WVWright Air Service -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Landed 13:58 13:30 5V5044 Fairbanks(FAI) C208N575JDEverts Air Alaska -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Unknown  14:45 8V320 Fairbanks(FAI) C208N999WVWright Air Service -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Unknown  13:30 5V5044 Fairbanks(FAI) C208N838GVEverts Air Alaska -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Unknown  14:45 8V320 Fairbanks(FAI) C208N755RVPrivate owner -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Unknown  10:45 8V300 Fairbanks(FAI) C208N999WVWright Air Service -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Landed 13:58 13:30 5V5044 Fairbanks(FAI) C208N575JDEverts Air Alaska -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Unknown  14:45 8V320 Fairbanks(FAI) C208N999WVWright Air Service -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Scheduled  10:41 4W500 Bettles(BTT) PA2Warbelows Air Ventures -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Scheduled  10:45 8V300 Fairbanks(FAI) C208Wright Air Service -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Scheduled  13:30 5V5044 Fairbanks(FAI) PL2Everts Air Alaska -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Scheduled  14:45 8V320 Fairbanks(FAI) C208Wright Air Service -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Scheduled  10:45 8V300 Fairbanks(FAI) CNCWright Air Service -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Scheduled  10:41 4W500 Bettles(BTT) PA2Warbelows Air Ventures -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Scheduled  10:45 8V300 Fairbanks(FAI) C208Wright Air Service -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Scheduled  13:30 5V5044 Fairbanks(FAI) PL2Everts Air Alaska -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Scheduled  14:45 8V320 Fairbanks(FAI) C208Wright Air Service -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Scheduled  10:45 8V300 Fairbanks(FAI) CNCWright Air Service -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Scheduled  10:41 4W500 Bettles(BTT) PA2Warbelows Air Ventures -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Scheduled  10:45 8V300 Fairbanks(FAI) C208Wright Air Service -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Scheduled  13:30 5V5044 Fairbanks(FAI) PL2Everts Air Alaska -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Scheduled  14:45 8V320 Fairbanks(FAI) C208Wright Air Service -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Scheduled  10:45 8V300 Fairbanks(FAI) CNCWright Air Service -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Scheduled  10:41 4W500 Bettles(BTT) PA2Warbelows Air Ventures -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Scheduled  10:45 8V300 Fairbanks(FAI) C208Wright Air Service -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Scheduled  13:30 5V5044 Fairbanks(FAI) PL2Everts Air Alaska -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Scheduled  14:45 8V320 Fairbanks(FAI) C208Wright Air Service -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Scheduled  10:45 8V300 Fairbanks(FAI) CNCWright Air Service -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Scheduled  10:41 4W500 Bettles(BTT) PA2Warbelows Air Ventures -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Scheduled  10:45 8V300 Fairbanks(FAI) C208Wright Air Service -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Scheduled  13:30 5V5044 Fairbanks(FAI) PL2Everts Air Alaska -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Scheduled  14:45 8V320 Fairbanks(FAI) C208Wright Air Service -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Scheduled  10:45 8V300 Fairbanks(FAI) CNCWright Air Service -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Scheduled  10:41 4W500 Bettles(BTT) PA2Warbelows Air Ventures -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Scheduled  10:45 8V300 Fairbanks(FAI) C208Wright Air Service -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Scheduled  13:30 5V5044 Fairbanks(FAI) PL2Everts Air Alaska -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Scheduled  14:45 8V320 Fairbanks(FAI) C208Wright Air Service -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
Scheduled  10:45 8V300 Fairbanks(FAI) CNCWright Air Service -,,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
"Monday, Mar 11",,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
13:30,5V5044,Fairbanks (FAI)-,Everts Air Alaska -,C208 (N838GV),,Unknown,Anaktuvuk Pass Airport(AKP/PAKP),"Monday, Mar 11 2024"
14:45,8V320,Fairbanks (FAI)-,Private owner -,C208 (N755RV),,Unknown,Anaktuvuk Pass Airport(AKP/PAKP),"Monday, Mar 11 2024"
"Tuesday, Mar 12",,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
10:45,8V300,Fairbanks (FAI)-,Wright Air Service -,C208 (N999WV),,Unknown,Anaktuvuk Pass Airport(AKP/PAKP),"Tuesday, Mar 12 2024"
13:30,5V5044,Fairbanks (FAI)-,Everts Air Alaska -,C208 (N575JD),,Landed 13:58,Anaktuvuk Pass Airport(AKP/PAKP),"Tuesday, Mar 12 2024"
14:45,8V320,Fairbanks (FAI)-,Wright Air Service -,C208 (N999WV),,Unknown,Anaktuvuk Pass Airport(AKP/PAKP),"Tuesday, Mar 12 2024"
"Monday, Mar 11",,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
13:30,5V5044,Fairbanks (FAI)-,Everts Air Alaska -,C208 (N838GV),,Unknown,Anaktuvuk Pass Airport(AKP/PAKP),"Monday, Mar 11 2024"
14:45,8V320,Fairbanks (FAI)-,Private owner -,C208 (N755RV),,Unknown,Anaktuvuk Pass Airport(AKP/PAKP),"Monday, Mar 11 2024"
"Tuesday, Mar 12",,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
10:45,8V300,Fairbanks (FAI)-,Wright Air Service -,C208 (N999WV),,Unknown,Anaktuvuk Pass Airport(AKP/PAKP),"Tuesday, Mar 12 2024"
13:30,5V5044,Fairbanks (FAI)-,Everts Air Alaska -,C208 (N575JD),,Landed 13:58,Anaktuvuk Pass Airport(AKP/PAKP),"Tuesday, Mar 12 2024"
14:45,8V320,Fairbanks (FAI)-,Wright Air Service -,C208 (N999WV),,Unknown,Anaktuvuk Pass Airport(AKP/PAKP),"Tuesday, Mar 12 2024"
"Monday, Mar 11",,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
13:30,5V5044,Fairbanks (FAI)-,Everts Air Alaska -,C208 (N838GV),,Unknown,Anaktuvuk Pass Airport(AKP/PAKP),"Monday, Mar 11 2024"
14:45,8V320,Fairbanks (FAI)-,Private owner -,C208 (N755RV),,Unknown,Anaktuvuk Pass Airport(AKP/PAKP),"Monday, Mar 11 2024"
"Tuesday, Mar 12",,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
10:45,8V300,Fairbanks (FAI)-,Wright Air Service -,C208 (N999WV),,Unknown,Anaktuvuk Pass Airport(AKP/PAKP),"Tuesday, Mar 12 2024"
13:30,5V5044,Fairbanks (FAI)-,Everts Air Alaska -,C208 (N575JD),,Landed 13:58,Anaktuvuk Pass Airport(AKP/PAKP),"Tuesday, Mar 12 2024"
14:45,8V320,Fairbanks (FAI)-,Wright Air Service -,C208 (N999WV),,Unknown,Anaktuvuk Pass Airport(AKP/PAKP),"Tuesday, Mar 12 2024"
"Monday, Mar 11",,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
13:30,5V5044,Fairbanks (FAI)-,Everts Air Alaska -,C208 (N838GV),,Unknown,Anaktuvuk Pass Airport(AKP/PAKP),"Monday, Mar 11 2024"
14:45,8V320,Fairbanks (FAI)-,Private owner -,C208 (N755RV),,Unknown,Anaktuvuk Pass Airport(AKP/PAKP),"Monday, Mar 11 2024"
"Tuesday, Mar 12",,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
10:45,8V300,Fairbanks (FAI)-,Wright Air Service -,C208 (N999WV),,Unknown,Anaktuvuk Pass Airport(AKP/PAKP),"Tuesday, Mar 12 2024"
13:30,5V5044,Fairbanks (FAI)-,Everts Air Alaska -,C208 (N575JD),,Landed 13:58,Anaktuvuk Pass Airport(AKP/PAKP),"Tuesday, Mar 12 2024"
14:45,8V320,Fairbanks (FAI)-,Wright Air Service -,C208 (N999WV),,Unknown,Anaktuvuk Pass Airport(AKP/PAKP),"Tuesday, Mar 12 2024"
"Monday, Mar 11",,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
13:30,5V5044,Fairbanks (FAI)-,Everts Air Alaska -,C208 (N838GV),,Unknown,Anaktuvuk Pass Airport(AKP/PAKP),"Monday, Mar 11 2024"
14:45,8V320,Fairbanks (FAI)-,Private owner -,C208 (N755RV),,Unknown,Anaktuvuk Pass Airport(AKP/PAKP),"Monday, Mar 11 2024"
"Tuesday, Mar 12",,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
10:45,8V300,Fairbanks (FAI)-,Wright Air Service -,C208 (N999WV),,Unknown,Anaktuvuk Pass Airport(AKP/PAKP),"Tuesday, Mar 12 2024"
13:30,5V5044,Fairbanks (FAI)-,Everts Air Alaska -,C208 (N575JD),,Landed 13:58,Anaktuvuk Pass Airport(AKP/PAKP),"Tuesday, Mar 12 2024"
14:45,8V320,Fairbanks (FAI)-,Wright Air Service -,C208 (N999WV),,Unknown,Anaktuvuk Pass Airport(AKP/PAKP),"Tuesday, Mar 12 2024"
"Wednesday, Mar 13",,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
10:41,4W500,Bettles (BTT)-,Warbelows Air Ventures -,PA2 (),,Scheduled,Anaktuvuk Pass Airport(AKP/PAKP),"Wednesday, Mar 13 2024"
10:45,8V300,Fairbanks (FAI)-,Wright Air Service -,C208 (),,Scheduled,Anaktuvuk Pass Airport(AKP/PAKP),"Wednesday, Mar 13 2024"
13:30,5V5044,Fairbanks (FAI)-,Everts Air Alaska -,PL2 (),,Scheduled,Anaktuvuk Pass Airport(AKP/PAKP),"Wednesday, Mar 13 2024"
14:45,8V320,Fairbanks (FAI)-,Wright Air Service -,C208 (),,Scheduled,Anaktuvuk Pass Airport(AKP/PAKP),"Wednesday, Mar 13 2024"
"Thursday, Mar 14",,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
10:45,8V300,Fairbanks (FAI)-,Wright Air Service -,CNC (),,Scheduled,Anaktuvuk Pass Airport(AKP/PAKP),"Thursday, Mar 14 2024"
"Wednesday, Mar 13",,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
10:41,4W500,Bettles (BTT)-,Warbelows Air Ventures -,PA2 (),,Scheduled,Anaktuvuk Pass Airport(AKP/PAKP),"Wednesday, Mar 13 2024"
10:45,8V300,Fairbanks (FAI)-,Wright Air Service -,C208 (),,Scheduled,Anaktuvuk Pass Airport(AKP/PAKP),"Wednesday, Mar 13 2024"
13:30,5V5044,Fairbanks (FAI)-,Everts Air Alaska -,PL2 (),,Scheduled,Anaktuvuk Pass Airport(AKP/PAKP),"Wednesday, Mar 13 2024"
14:45,8V320,Fairbanks (FAI)-,Wright Air Service -,C208 (),,Scheduled,Anaktuvuk Pass Airport(AKP/PAKP),"Wednesday, Mar 13 2024"
"Thursday, Mar 14",,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
10:45,8V300,Fairbanks (FAI)-,Wright Air Service -,CNC (),,Scheduled,Anaktuvuk Pass Airport(AKP/PAKP),"Thursday, Mar 14 2024"
"Wednesday, Mar 13",,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
10:41,4W500,Bettles (BTT)-,Warbelows Air Ventures -,PA2 (),,Scheduled,Anaktuvuk Pass Airport(AKP/PAKP),"Wednesday, Mar 13 2024"
10:45,8V300,Fairbanks (FAI)-,Wright Air Service -,C208 (),,Scheduled,Anaktuvuk Pass Airport(AKP/PAKP),"Wednesday, Mar 13 2024"
13:30,5V5044,Fairbanks (FAI)-,Everts Air Alaska -,PL2 (),,Scheduled,Anaktuvuk Pass Airport(AKP/PAKP),"Wednesday, Mar 13 2024"
14:45,8V320,Fairbanks (FAI)-,Wright Air Service -,C208 (),,Scheduled,Anaktuvuk Pass Airport(AKP/PAKP),"Wednesday, Mar 13 2024"
"Thursday, Mar 14",,,,,,,Anaktuvuk Pass Airport(AKP/PAKP)
