Load earlier flights,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Loading...,,,,,,,Escanaba Delta County Airport(ESC/KESC)
"Sorry, we don't have any information about flights for this airport",,,,,,,Escanaba Delta County Airport(ESC/KESC)
Landed 08:20 08:18 A81088 Lansing(LAN) BE99N330AVAmeriflight -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Landed 09:36 09:13 IRO8592 Milwaukee(MKE) C208N954FEFedEx Feeder -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Landed 10:45 11:12 DL4279 Minneapolis(MSP) CRJ7N604SKSkyWest Airlines -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Landed 08:20 08:18 A81088 Lansing(LAN) BE99N330AVAmeriflight -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Landed 09:36 09:13 IRO8592 Milwaukee(MKE) C208N954FEFedEx Feeder -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Landed 10:45 11:12 DL4279 Minneapolis(MSP) CRJ7N604SKSkyWest Airlines -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Landed 08:20 08:18 A81088 Lansing(LAN) BE99N330AVAmeriflight -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Landed 09:36 09:13 IRO8592 Milwaukee(MKE) C208N954FEFedEx Feeder -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Landed 10:45 11:12 DL4279 Minneapolis(MSP) CRJ7N604SKSkyWest Airlines -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Landed 08:20 08:18 A81088 Lansing(LAN) BE99N330AVAmeriflight -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Landed 09:36 09:13 IRO8592 Milwaukee(MKE) C208N954FEFedEx Feeder -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Landed 10:45 11:12 DL4279 Minneapolis(MSP) CRJ7N604SKSkyWest Airlines -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Landed 08:20 08:18 A81088 Lansing(LAN) BE99N330AVAmeriflight -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Landed 09:36 09:13 IRO8592 Milwaukee(MKE) C208N954FEFedEx Feeder -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Landed 10:45 11:12 DL4279 Minneapolis(MSP) CRJ7N604SKSkyWest Airlines -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Estimated 08:37 08:42 A81088 Lansing(LAN) BE99N330AVAmeriflight -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Scheduled  09:13 IRO8592 Milwaukee(MKE) C208CSA Air -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Scheduled  11:12 DL4279 Minneapolis(MSP) CRJ7N712SKAmerican Eagle -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Scheduled  17:27 DL4243 Detroit(DTW) CRJ7N641CADelta Connection -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Scheduled  11:12 DL4279 Minneapolis(MSP) CRJ7N625CADelta Connection -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Scheduled  17:27 DL4243 Detroit(DTW) CRJ9N549CADelta Connection -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Estimated 08:37 08:42 A81088 Lansing(LAN) BE99N330AVAmeriflight -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Scheduled  09:13 IRO8592 Milwaukee(MKE) C208CSA Air -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Scheduled  11:12 DL4279 Minneapolis(MSP) CRJ7N712SKAmerican Eagle -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Scheduled  17:27 DL4243 Detroit(DTW) CRJ7N641CADelta Connection -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Scheduled  11:12 DL4279 Minneapolis(MSP) CRJ7N625CADelta Connection -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Scheduled  17:27 DL4243 Detroit(DTW) CRJ9N549CADelta Connection -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Estimated 08:37 08:42 A81088 Lansing(LAN) BE99N330AVAmeriflight -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Scheduled  09:13 IRO8592 Milwaukee(MKE) C208CSA Air -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Scheduled  11:12 DL4279 Minneapolis(MSP) CRJ7N712SKAmerican Eagle -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Scheduled  17:27 DL4243 Detroit(DTW) CRJ7N641CADelta Connection -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Scheduled  11:12 DL4279 Minneapolis(MSP) CRJ7N625CADelta Connection -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Scheduled  17:27 DL4243 Detroit(DTW) CRJ9N549CADelta Connection -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Estimated 08:37 08:42 A81088 Lansing(LAN) BE99N330AVAmeriflight -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Scheduled  09:13 IRO8592 Milwaukee(MKE) C208CSA Air -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Scheduled  11:12 DL4279 Minneapolis(MSP) CRJ7N712SKAmerican Eagle -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Scheduled  17:27 DL4243 Detroit(DTW) CRJ7N641CADelta Connection -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Scheduled  11:12 DL4279 Minneapolis(MSP) CRJ7N625CADelta Connection -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Scheduled  17:27 DL4243 Detroit(DTW) CRJ9N549CADelta Connection -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Estimated 08:37 08:42 A81088 Lansing(LAN) BE99N330AVAmeriflight -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Scheduled  09:13 IRO8592 Milwaukee(MKE) C208CSA Air -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Scheduled  11:12 DL4279 Minneapolis(MSP) CRJ7N712SKAmerican Eagle -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Scheduled  17:27 DL4243 Detroit(DTW) CRJ7N641CADelta Connection -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Scheduled  11:12 DL4279 Minneapolis(MSP) CRJ7N625CADelta Connection -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Scheduled  17:27 DL4243 Detroit(DTW) CRJ9N549CADelta Connection -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Estimated 08:37 08:42 A81088 Lansing(LAN) BE99N330AVAmeriflight -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Scheduled  09:13 IRO8592 Milwaukee(MKE) C208CSA Air -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Scheduled  11:12 DL4279 Minneapolis(MSP) CRJ7N712SKAmerican Eagle -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Scheduled  17:27 DL4243 Detroit(DTW) CRJ7N641CADelta Connection -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Scheduled  11:12 DL4279 Minneapolis(MSP) CRJ7N625CADelta Connection -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
Scheduled  17:27 DL4243 Detroit(DTW) CRJ9N549CADelta Connection -,,,,,,,Escanaba Delta County Airport(ESC/KESC)
"Tuesday, Mar 12",,,,,,,Escanaba Delta County Airport(ESC/KESC)
08:18,A81088,Lansing (LAN)-,Ameriflight -,BE99 (N330AV),,Landed 08:20,Escanaba Delta County Airport(ESC/KESC),"Tuesday, Mar 12 2024"
09:13,IRO8592,Milwaukee (MKE)-,FedEx Feeder -,C208 (N954FE),,Landed 09:36,Escanaba Delta County Airport(ESC/KESC),"Tuesday, Mar 12 2024"
11:12,DL4279,Minneapolis (MSP)-,SkyWest Airlines -,CRJ7 (N604SK),,Landed 10:45,Escanaba Delta County Airport(ESC/KESC),"Tuesday, Mar 12 2024"
08:18,A81088,Lansing (LAN)-,Ameriflight -,BE99 (N330AV),,Landed 08:20,Escanaba Delta County Airport(ESC/KESC),"Tuesday, Mar 12 2024"
09:13,IRO8592,Milwaukee (MKE)-,FedEx Feeder -,C208 (N954FE),,Landed 09:36,Escanaba Delta County Airport(ESC/KESC),"Tuesday, Mar 12 2024"
11:12,DL4279,Minneapolis (MSP)-,SkyWest Airlines -,CRJ7 (N604SK),,Landed 10:45,Escanaba Delta County Airport(ESC/KESC),"Tuesday, Mar 12 2024"
08:18,A81088,Lansing (LAN)-,Ameriflight -,BE99 (N330AV),,Landed 08:20,Escanaba Delta County Airport(ESC/KESC),"Tuesday, Mar 12 2024"
09:13,IRO8592,Milwaukee (MKE)-,FedEx Feeder -,C208 (N954FE),,Landed 09:36,Escanaba Delta County Airport(ESC/KESC),"Tuesday, Mar 12 2024"
11:12,DL4279,Minneapolis (MSP)-,SkyWest Airlines -,CRJ7 (N604SK),,Landed 10:45,Escanaba Delta County Airport(ESC/KESC),"Tuesday, Mar 12 2024"
08:18,A81088,Lansing (LAN)-,Ameriflight -,BE99 (N330AV),,Landed 08:20,Escanaba Delta County Airport(ESC/KESC),"Tuesday, Mar 12 2024"
09:13,IRO8592,Milwaukee (MKE)-,FedEx Feeder -,C208 (N954FE),,Landed 09:36,Escanaba Delta County Airport(ESC/KESC),"Tuesday, Mar 12 2024"
11:12,DL4279,Minneapolis (MSP)-,SkyWest Airlines -,CRJ7 (N604SK),,Landed 10:45,Escanaba Delta County Airport(ESC/KESC),"Tuesday, Mar 12 2024"
08:18,A81088,Lansing (LAN)-,Ameriflight -,BE99 (N330AV),,Landed 08:20,Escanaba Delta County Airport(ESC/KESC),"Tuesday, Mar 12 2024"
09:13,IRO8592,Milwaukee (MKE)-,FedEx Feeder -,C208 (N954FE),,Landed 09:36,Escanaba Delta County Airport(ESC/KESC),"Tuesday, Mar 12 2024"
11:12,DL4279,Minneapolis (MSP)-,SkyWest Airlines -,CRJ7 (N604SK),,Landed 10:45,Escanaba Delta County Airport(ESC/KESC),"Tuesday, Mar 12 2024"
"Wednesday, Mar 13",,,,,,,Escanaba Delta County Airport(ESC/KESC)
08:42,A81088,Lansing (LAN)-,Ameriflight -,BE99 (N330AV),,Estimated 08:37,Escanaba Delta County Airport(ESC/KESC),"Wednesday, Mar 13 2024"
09:13,IRO8592,Milwaukee (MKE)-,CSA Air -,C208 (),,Scheduled,Escanaba Delta County Airport(ESC/KESC),"Wednesday, Mar 13 2024"
11:12,DL4279,Minneapolis (MSP)-,American Eagle -,CRJ7 (N712SK),,Scheduled,Escanaba Delta County Airport(ESC/KESC),"Wednesday, Mar 13 2024"
17:27,DL4243,Detroit (DTW)-,Delta Connection -,CRJ7 (N641CA),,Scheduled,Escanaba Delta County Airport(ESC/KESC),"Wednesday, Mar 13 2024"
"Thursday, Mar 14",,,,,,,Escanaba Delta County Airport(ESC/KESC)
11:12,DL4279,Minneapolis (MSP)-,Delta Connection -,CRJ7 (N625CA),,Scheduled,Escanaba Delta County Airport(ESC/KESC),"Thursday, Mar 14 2024"
17:27,DL4243,Detroit (DTW)-,Delta Connection -,CRJ9 (N549CA),,Scheduled,Escanaba Delta County Airport(ESC/KESC),"Thursday, Mar 14 2024"
"Wednesday, Mar 13",,,,,,,Escanaba Delta County Airport(ESC/KESC)
08:42,A81088,Lansing (LAN)-,Ameriflight -,BE99 (N330AV),,Estimated 08:37,Escanaba Delta County Airport(ESC/KESC),"Wednesday, Mar 13 2024"
09:13,IRO8592,Milwaukee (MKE)-,CSA Air -,C208 (),,Scheduled,Escanaba Delta County Airport(ESC/KESC),"Wednesday, Mar 13 2024"
11:12,DL4279,Minneapolis (MSP)-,American Eagle -,CRJ7 (N712SK),,Scheduled,Escanaba Delta County Airport(ESC/KESC),"Wednesday, Mar 13 2024"
17:27,DL4243,Detroit (DTW)-,Delta Connection -,CRJ7 (N641CA),,Scheduled,Escanaba Delta County Airport(ESC/KESC),"Wednesday, Mar 13 2024"
"Thursday, Mar 14",,,,,,,Escanaba Delta County Airport(ESC/KESC)
11:12,DL4279,Minneapolis (MSP)-,Delta Connection -,CRJ7 (N625CA),,Scheduled,Escanaba Delta County Airport(ESC/KESC),"Thursday, Mar 14 2024"
17:27,DL4243,Detroit (DTW)-,Delta Connection -,CRJ9 (N549CA),,Scheduled,Escanaba Delta County Airport(ESC/KESC),"Thursday, Mar 14 2024"
"Wednesday, Mar 13",,,,,,,Escanaba Delta County Airport(ESC/KESC)
08:42,A81088,Lansing (LAN)-,Ameriflight -,BE99 (N330AV),,Estimated 08:37,Escanaba Delta County Airport(ESC/KESC),"Wednesday, Mar 13 2024"
09:13,IRO8592,Milwaukee (MKE)-,CSA Air -,C208 (),,Scheduled,Escanaba Delta County Airport(ESC/KESC),"Wednesday, Mar 13 2024"
11:12,DL4279,Minneapolis (MSP)-,American Eagle -,CRJ7 (N712SK),,Scheduled,Escanaba Delta County Airport(ESC/KESC),"Wednesday, Mar 13 2024"
17:27,DL4243,Detroit (DTW)-,Delta Connection -,CRJ7 (N641CA),,Scheduled,Escanaba Delta County Airport(ESC/KESC),"Wednesday, Mar 13 2024"
"Thursday, Mar 14",,,,,,,Escanaba Delta County Airport(ESC/KESC)
11:12,DL4279,Minneapolis (MSP)-,Delta Connection -,CRJ7 (N625CA),,Scheduled,Escanaba Delta County Airport(ESC/KESC),"Thursday, Mar 14 2024"
17:27,DL4243,Detroit (DTW)-,Delta Connection -,CRJ9 (N549CA),,Scheduled,Escanaba Delta County Airport(ESC/KESC),"Thursday, Mar 14 2024"
"Wednesday, Mar 13",,,,,,,Escanaba Delta County Airport(ESC/KESC)
08:42,A81088,Lansing (LAN)-,Ameriflight -,BE99 (N330AV),,Estimated 08:37,Escanaba Delta County Airport(ESC/KESC),"Wednesday, Mar 13 2024"
09:13,IRO8592,Milwaukee (MKE)-,CSA Air -,C208 (),,Scheduled,Escanaba Delta County Airport(ESC/KESC),"Wednesday, Mar 13 2024"
11:12,DL4279,Minneapolis (MSP)-,American Eagle -,CRJ7 (N712SK),,Scheduled,Escanaba Delta County Airport(ESC/KESC),"Wednesday, Mar 13 2024"
17:27,DL4243,Detroit (DTW)-,Delta Connection -,CRJ7 (N641CA),,Scheduled,Escanaba Delta County Airport(ESC/KESC),"Wednesday, Mar 13 2024"
"Thursday, Mar 14",,,,,,,Escanaba Delta County Airport(ESC/KESC)
11:12,DL4279,Minneapolis (MSP)-,Delta Connection -,CRJ7 (N625CA),,Scheduled,Escanaba Delta County Airport(ESC/KESC),"Thursday, Mar 14 2024"
17:27,DL4243,Detroit (DTW)-,Delta Connection -,CRJ9 (N549CA),,Scheduled,Escanaba Delta County Airport(ESC/KESC),"Thursday, Mar 14 2024"
"Wednesday, Mar 13",,,,,,,Escanaba Delta County Airport(ESC/KESC)
