Load earlier flights,,,,,,,Bullhead International Airport(IFP/KIFP)
Loading...,,,,,,,Bullhead International Airport(IFP/KIFP)
"Sorry, we don't have any information about flights for this airport",,,,,,,Bullhead International Airport(IFP/KIFP)
Departed 01:35 01:05  Las Vegas(LAS) PC12N62GA -,,,,,,,Bullhead International Airport(IFP/KIFP)
Departed 08:07 08:00 SY8237 Moline(MLI) B738N819SYSun Country Airlines -,,,,,,,Bullhead International Airport(IFP/KIFP)
Departed 11:57 11:50  Las Vegas(VGT) DA40N877US -,,,,,,,Bullhead International Airport(IFP/KIFP)
Unknown  15:00  Van Nuys(VNY) CL60 -,,,,,,,Bullhead International Airport(IFP/KIFP)
Departed 15:37 15:15  Tucson(TUS) PC12N62GA -,,,,,,,Bullhead International Airport(IFP/KIFP)
Departed 18:42 18:40 VAR453 Phoenix(GYR) SR20N453AVUnited Aviate Academy -,,,,,,,Bullhead International Airport(IFP/KIFP)
Departed 01:35 01:05  Las Vegas(LAS) PC12N62GA -,,,,,,,Bullhead International Airport(IFP/KIFP)
Departed 08:07 08:00 SY8237 Moline(MLI) B738N819SYSun Country Airlines -,,,,,,,Bullhead International Airport(IFP/KIFP)
Departed 11:57 11:50  Las Vegas(VGT) DA40N877US -,,,,,,,Bullhead International Airport(IFP/KIFP)
Unknown  15:00  Van Nuys(VNY) CL60 -,,,,,,,Bullhead International Airport(IFP/KIFP)
Departed 15:37 15:15  Tucson(TUS) PC12N62GA -,,,,,,,Bullhead International Airport(IFP/KIFP)
Departed 18:42 18:40 VAR453 Phoenix(GYR) SR20N453AVUnited Aviate Academy -,,,,,,,Bullhead International Airport(IFP/KIFP)
Departed 01:35 01:05  Las Vegas(LAS) PC12N62GA -,,,,,,,Bullhead International Airport(IFP/KIFP)
Departed 08:07 08:00 SY8237 Moline(MLI) B738N819SYSun Country Airlines -,,,,,,,Bullhead International Airport(IFP/KIFP)
Departed 11:57 11:50  Las Vegas(VGT) DA40N877US -,,,,,,,Bullhead International Airport(IFP/KIFP)
Unknown  15:00  Van Nuys(VNY) CL60 -,,,,,,,Bullhead International Airport(IFP/KIFP)
Departed 15:37 15:15  Tucson(TUS) PC12N62GA -,,,,,,,Bullhead International Airport(IFP/KIFP)
Departed 18:42 18:40 VAR453 Phoenix(GYR) SR20N453AVUnited Aviate Academy -,,,,,,,Bullhead International Airport(IFP/KIFP)
Departed 01:35 01:05  Las Vegas(LAS) PC12N62GA -,,,,,,,Bullhead International Airport(IFP/KIFP)
Departed 08:07 08:00 SY8237 Moline(MLI) B738N819SYSun Country Airlines -,,,,,,,Bullhead International Airport(IFP/KIFP)
Departed 11:57 11:50  Las Vegas(VGT) DA40N877US -,,,,,,,Bullhead International Airport(IFP/KIFP)
Unknown  15:00  Van Nuys(VNY) CL60 -,,,,,,,Bullhead International Airport(IFP/KIFP)
Departed 15:37 15:15  Tucson(TUS) PC12N62GA -,,,,,,,Bullhead International Airport(IFP/KIFP)
Departed 18:42 18:40 VAR453 Phoenix(GYR) SR20N453AVUnited Aviate Academy -,,,,,,,Bullhead International Airport(IFP/KIFP)
Departed 01:35 01:05  Las Vegas(LAS) PC12N62GA -,,,,,,,Bullhead International Airport(IFP/KIFP)
Departed 08:07 08:00 SY8237 Moline(MLI) B738N819SYSun Country Airlines -,,,,,,,Bullhead International Airport(IFP/KIFP)
Departed 11:57 11:50  Las Vegas(VGT) DA40N877US -,,,,,,,Bullhead International Airport(IFP/KIFP)
Unknown  15:00  Van Nuys(VNY) CL60 -,,,,,,,Bullhead International Airport(IFP/KIFP)
Departed 15:37 15:15  Tucson(TUS) PC12N62GA -,,,,,,,Bullhead International Airport(IFP/KIFP)
Departed 18:42 18:40 VAR453 Phoenix(GYR) SR20N453AVUnited Aviate Academy -,,,,,,,Bullhead International Airport(IFP/KIFP)
Scheduled  08:00 SY8239 Minneapolis(MSP) 738Sun Country Airlines -,,,,,,,Bullhead International Airport(IFP/KIFP)
Scheduled  10:20 SY8012 Green Bay(GRB) 738Sun Country Airlines -,,,,,,,Bullhead International Airport(IFP/KIFP)
Scheduled  08:00 SY8239 Minneapolis(MSP) 738Sun Country Airlines -,,,,,,,Bullhead International Airport(IFP/KIFP)
Scheduled  10:20 SY8012 Green Bay(GRB) 738Sun Country Airlines -,,,,,,,Bullhead International Airport(IFP/KIFP)
Scheduled  08:00 SY8239 Minneapolis(MSP) 738Sun Country Airlines -,,,,,,,Bullhead International Airport(IFP/KIFP)
Scheduled  10:20 SY8012 Green Bay(GRB) 738Sun Country Airlines -,,,,,,,Bullhead International Airport(IFP/KIFP)
Scheduled  08:00 SY8239 Minneapolis(MSP) 738Sun Country Airlines -,,,,,,,Bullhead International Airport(IFP/KIFP)
Scheduled  10:20 SY8012 Green Bay(GRB) 738Sun Country Airlines -,,,,,,,Bullhead International Airport(IFP/KIFP)
Scheduled  08:00 SY8239 Minneapolis(MSP) 738Sun Country Airlines -,,,,,,,Bullhead International Airport(IFP/KIFP)
Scheduled  10:20 SY8012 Green Bay(GRB) 738Sun Country Airlines -,,,,,,,Bullhead International Airport(IFP/KIFP)
Scheduled  08:00 SY8239 Minneapolis(MSP) 738Sun Country Airlines -,,,,,,,Bullhead International Airport(IFP/KIFP)
Scheduled  10:20 SY8012 Green Bay(GRB) 738Sun Country Airlines -,,,,,,,Bullhead International Airport(IFP/KIFP)
"Tuesday, Mar 12",,,,,,,Bullhead International Airport(IFP/KIFP)
01:05,,Las Vegas (LAS)-,-,PC12 (N62GA),,Departed 01:35,Bullhead International Airport(IFP/KIFP),"Tuesday, Mar 12 2024"
08:00,SY8237,Moline (MLI)-,Sun Country Airlines -,B738 (N819SY),,Departed 08:07,Bullhead International Airport(IFP/KIFP),"Tuesday, Mar 12 2024"
11:50,,Las Vegas (VGT)-,-,DA40 (N877US),,Departed 11:57,Bullhead International Airport(IFP/KIFP),"Tuesday, Mar 12 2024"
15:00,,Van Nuys (VNY)-,-,CL60 (),,Unknown,Bullhead International Airport(IFP/KIFP),"Tuesday, Mar 12 2024"
15:15,,Tucson (TUS)-,-,PC12 (N62GA),,Departed 15:37,Bullhead International Airport(IFP/KIFP),"Tuesday, Mar 12 2024"
18:40,VAR453,Phoenix (GYR)-,United Aviate Academy -,SR20 (N453AV),,Departed 18:42,Bullhead International Airport(IFP/KIFP),"Tuesday, Mar 12 2024"
01:05,,Las Vegas (LAS)-,-,PC12 (N62GA),,Departed 01:35,Bullhead International Airport(IFP/KIFP),"Tuesday, Mar 12 2024"
08:00,SY8237,Moline (MLI)-,Sun Country Airlines -,B738 (N819SY),,Departed 08:07,Bullhead International Airport(IFP/KIFP),"Tuesday, Mar 12 2024"
11:50,,Las Vegas (VGT)-,-,DA40 (N877US),,Departed 11:57,Bullhead International Airport(IFP/KIFP),"Tuesday, Mar 12 2024"
15:00,,Van Nuys (VNY)-,-,CL60 (),,Unknown,Bullhead International Airport(IFP/KIFP),"Tuesday, Mar 12 2024"
15:15,,Tucson (TUS)-,-,PC12 (N62GA),,Departed 15:37,Bullhead International Airport(IFP/KIFP),"Tuesday, Mar 12 2024"
18:40,VAR453,Phoenix (GYR)-,United Aviate Academy -,SR20 (N453AV),,Departed 18:42,Bullhead International Airport(IFP/KIFP),"Tuesday, Mar 12 2024"
01:05,,Las Vegas (LAS)-,-,PC12 (N62GA),,Departed 01:35,Bullhead International Airport(IFP/KIFP),"Tuesday, Mar 12 2024"
08:00,SY8237,Moline (MLI)-,Sun Country Airlines -,B738 (N819SY),,Departed 08:07,Bullhead International Airport(IFP/KIFP),"Tuesday, Mar 12 2024"
11:50,,Las Vegas (VGT)-,-,DA40 (N877US),,Departed 11:57,Bullhead International Airport(IFP/KIFP),"Tuesday, Mar 12 2024"
15:00,,Van Nuys (VNY)-,-,CL60 (),,Unknown,Bullhead International Airport(IFP/KIFP),"Tuesday, Mar 12 2024"
15:15,,Tucson (TUS)-,-,PC12 (N62GA),,Departed 15:37,Bullhead International Airport(IFP/KIFP),"Tuesday, Mar 12 2024"
18:40,VAR453,Phoenix (GYR)-,United Aviate Academy -,SR20 (N453AV),,Departed 18:42,Bullhead International Airport(IFP/KIFP),"Tuesday, Mar 12 2024"
01:05,,Las Vegas (LAS)-,-,PC12 (N62GA),,Departed 01:35,Bullhead International Airport(IFP/KIFP),"Tuesday, Mar 12 2024"
08:00,SY8237,Moline (MLI)-,Sun Country Airlines -,B738 (N819SY),,Departed 08:07,Bullhead International Airport(IFP/KIFP),"Tuesday, Mar 12 2024"
11:50,,Las Vegas (VGT)-,-,DA40 (N877US),,Departed 11:57,Bullhead International Airport(IFP/KIFP),"Tuesday, Mar 12 2024"
15:00,,Van Nuys (VNY)-,-,CL60 (),,Unknown,Bullhead International Airport(IFP/KIFP),"Tuesday, Mar 12 2024"
15:15,,Tucson (TUS)-,-,PC12 (N62GA),,Departed 15:37,Bullhead International Airport(IFP/KIFP),"Tuesday, Mar 12 2024"
18:40,VAR453,Phoenix (GYR)-,United Aviate Academy -,SR20 (N453AV),,Departed 18:42,Bullhead International Airport(IFP/KIFP),"Tuesday, Mar 12 2024"
01:05,,Las Vegas (LAS)-,-,PC12 (N62GA),,Departed 01:35,Bullhead International Airport(IFP/KIFP),"Tuesday, Mar 12 2024"
08:00,SY8237,Moline (MLI)-,Sun Country Airlines -,B738 (N819SY),,Departed 08:07,Bullhead International Airport(IFP/KIFP),"Tuesday, Mar 12 2024"
11:50,,Las Vegas (VGT)-,-,DA40 (N877US),,Departed 11:57,Bullhead International Airport(IFP/KIFP),"Tuesday, Mar 12 2024"
15:00,,Van Nuys (VNY)-,-,CL60 (),,Unknown,Bullhead International Airport(IFP/KIFP),"Tuesday, Mar 12 2024"
15:15,,Tucson (TUS)-,-,PC12 (N62GA),,Departed 15:37,Bullhead International Airport(IFP/KIFP),"Tuesday, Mar 12 2024"
18:40,VAR453,Phoenix (GYR)-,United Aviate Academy -,SR20 (N453AV),,Departed 18:42,Bullhead International Airport(IFP/KIFP),"Tuesday, Mar 12 2024"
"Thursday, Mar 14",,,,,,,Bullhead International Airport(IFP/KIFP)
08:00,SY8239,Minneapolis (MSP)-,Sun Country Airlines -,738 (),,Scheduled,Bullhead International Airport(IFP/KIFP),"Thursday, Mar 14 2024"
10:20,SY8012,Green Bay (GRB)-,Sun Country Airlines -,738 (),,Scheduled,Bullhead International Airport(IFP/KIFP),"Thursday, Mar 14 2024"
08:00,SY8239,Minneapolis (MSP)-,Sun Country Airlines -,738 (),,Scheduled,Bullhead International Airport(IFP/KIFP),"Thursday, Mar 14 2024"
10:20,SY8012,Green Bay (GRB)-,Sun Country Airlines -,738 (),,Scheduled,Bullhead International Airport(IFP/KIFP),"Thursday, Mar 14 2024"
08:00,SY8239,Minneapolis (MSP)-,Sun Country Airlines -,738 (),,Scheduled,Bullhead International Airport(IFP/KIFP),"Thursday, Mar 14 2024"
