Load earlier flights,,,,,,,Chehalis Centralia Airport(CLS/KCLS)
Loading...,,,,,,,Chehalis Centralia Airport(CLS/KCLS)
"Sorry, we don't have any information about flights for this airport",,,,,,,Chehalis Centralia Airport(CLS/KCLS)
Landed 17:04 16:39  Great Falls(GTF) C25BN523DV -,,,,,,,Chehalis Centralia Airport(CLS/KCLS)
Landed 16:58 16:51  Spokane(GEG) C25BN370MR -,,,,,,,Chehalis Centralia Airport(CLS/KCLS)
Landed 23:09 23:16  Aurora(QSA) PC12N886LF -,,,,,,,Chehalis Centralia Airport(CLS/KCLS)
Landed 17:22 17:38  Boise(BOI) C25BN370MR -,,,,,,,Chehalis Centralia Airport(CLS/KCLS)
Landed 17:04 16:39  Great Falls(GTF) C25BN523DV -,,,,,,,Chehalis Centralia Airport(CLS/KCLS)
Landed 16:58 16:51  Spokane(GEG) C25BN370MR -,,,,,,,Chehalis Centralia Airport(CLS/KCLS)
Landed 23:09 23:16  Aurora(QSA) PC12N886LF -,,,,,,,Chehalis Centralia Airport(CLS/KCLS)
Landed 17:22 17:38  Boise(BOI) C25BN370MR -,,,,,,,Chehalis Centralia Airport(CLS/KCLS)
Landed 17:04 16:39  Great Falls(GTF) C25BN523DV -,,,,,,,Chehalis Centralia Airport(CLS/KCLS)
Landed 16:58 16:51  Spokane(GEG) C25BN370MR -,,,,,,,Chehalis Centralia Airport(CLS/KCLS)
Landed 23:09 23:16  Aurora(QSA) PC12N886LF -,,,,,,,Chehalis Centralia Airport(CLS/KCLS)
Landed 17:22 17:38  Boise(BOI) C25BN370MR -,,,,,,,Chehalis Centralia Airport(CLS/KCLS)
Landed 17:04 16:39  Great Falls(GTF) C25BN523DV -,,,,,,,Chehalis Centralia Airport(CLS/KCLS)
Landed 16:58 16:51  Spokane(GEG) C25BN370MR -,,,,,,,Chehalis Centralia Airport(CLS/KCLS)
Landed 23:09 23:16  Aurora(QSA) PC12N886LF -,,,,,,,Chehalis Centralia Airport(CLS/KCLS)
Landed 17:22 17:38  Boise(BOI) C25BN370MR -,,,,,,,Chehalis Centralia Airport(CLS/KCLS)
Landed 17:04 16:39  Great Falls(GTF) C25BN523DV -,,,,,,,Chehalis Centralia Airport(CLS/KCLS)
Landed 16:58 16:51  Spokane(GEG) C25BN370MR -,,,,,,,Chehalis Centralia Airport(CLS/KCLS)
Landed 23:09 23:16  Aurora(QSA) PC12N886LF -,,,,,,,Chehalis Centralia Airport(CLS/KCLS)
Landed 17:22 17:38  Boise(BOI) C25BN370MR -,,,,,,,Chehalis Centralia Airport(CLS/KCLS)
Scheduled  10:29  Everett(PAE) M20TN355RZ -,,,,,,,Chehalis Centralia Airport(CLS/KCLS)
Scheduled  13:36 EJA327 Napa(APC) E55PNetJets -,,,,,,,Chehalis Centralia Airport(CLS/KCLS)
Scheduled  10:29  Everett(PAE) M20TN355RZ -,,,,,,,Chehalis Centralia Airport(CLS/KCLS)
Scheduled  13:36 EJA327 Napa(APC) E55PNetJets -,,,,,,,Chehalis Centralia Airport(CLS/KCLS)
Scheduled  10:29  Everett(PAE) M20TN355RZ -,,,,,,,Chehalis Centralia Airport(CLS/KCLS)
Scheduled  13:36 EJA327 Napa(APC) E55PNetJets -,,,,,,,Chehalis Centralia Airport(CLS/KCLS)
Scheduled  10:29  Everett(PAE) M20TN355RZ -,,,,,,,Chehalis Centralia Airport(CLS/KCLS)
Scheduled  13:36 EJA327 Napa(APC) E55PNetJets -,,,,,,,Chehalis Centralia Airport(CLS/KCLS)
Scheduled  10:29  Everett(PAE) M20TN355RZ -,,,,,,,Chehalis Centralia Airport(CLS/KCLS)
Scheduled  13:36 EJA327 Napa(APC) E55PNetJets -,,,,,,,Chehalis Centralia Airport(CLS/KCLS)
Scheduled  10:29  Everett(PAE) M20TN355RZ -,,,,,,,Chehalis Centralia Airport(CLS/KCLS)
Scheduled  13:36 EJA327 Napa(APC) E55PNetJets -,,,,,,,Chehalis Centralia Airport(CLS/KCLS)
"Monday, Mar 11",,,,,,,Chehalis Centralia Airport(CLS/KCLS)
16:39,,Great Falls (GTF)-,-,C25B (N523DV),,Landed 17:04,Chehalis Centralia Airport(CLS/KCLS),"Monday, Mar 11 2024"
16:51,,Spokane (GEG)-,-,C25B (N370MR),,Landed 16:58,Chehalis Centralia Airport(CLS/KCLS),"Monday, Mar 11 2024"
23:16,,Aurora (QSA)-,-,PC12 (N886LF),,Landed 23:09,Chehalis Centralia Airport(CLS/KCLS),"Monday, Mar 11 2024"
"Tuesday, Mar 12",,,,,,,Chehalis Centralia Airport(CLS/KCLS)
17:38,,Boise (BOI)-,-,C25B (N370MR),,Landed 17:22,Chehalis Centralia Airport(CLS/KCLS),"Tuesday, Mar 12 2024"
"Monday, Mar 11",,,,,,,Chehalis Centralia Airport(CLS/KCLS)
16:39,,Great Falls (GTF)-,-,C25B (N523DV),,Landed 17:04,Chehalis Centralia Airport(CLS/KCLS),"Monday, Mar 11 2024"
16:51,,Spokane (GEG)-,-,C25B (N370MR),,Landed 16:58,Chehalis Centralia Airport(CLS/KCLS),"Monday, Mar 11 2024"
23:16,,Aurora (QSA)-,-,PC12 (N886LF),,Landed 23:09,Chehalis Centralia Airport(CLS/KCLS),"Monday, Mar 11 2024"
"Tuesday, Mar 12",,,,,,,Chehalis Centralia Airport(CLS/KCLS)
17:38,,Boise (BOI)-,-,C25B (N370MR),,Landed 17:22,Chehalis Centralia Airport(CLS/KCLS),"Tuesday, Mar 12 2024"
"Monday, Mar 11",,,,,,,Chehalis Centralia Airport(CLS/KCLS)
16:39,,Great Falls (GTF)-,-,C25B (N523DV),,Landed 17:04,Chehalis Centralia Airport(CLS/KCLS),"Monday, Mar 11 2024"
16:51,,Spokane (GEG)-,-,C25B (N370MR),,Landed 16:58,Chehalis Centralia Airport(CLS/KCLS),"Monday, Mar 11 2024"
23:16,,Aurora (QSA)-,-,PC12 (N886LF),,Landed 23:09,Chehalis Centralia Airport(CLS/KCLS),"Monday, Mar 11 2024"
"Tuesday, Mar 12",,,,,,,Chehalis Centralia Airport(CLS/KCLS)
17:38,,Boise (BOI)-,-,C25B (N370MR),,Landed 17:22,Chehalis Centralia Airport(CLS/KCLS),"Tuesday, Mar 12 2024"
"Monday, Mar 11",,,,,,,Chehalis Centralia Airport(CLS/KCLS)
16:39,,Great Falls (GTF)-,-,C25B (N523DV),,Landed 17:04,Chehalis Centralia Airport(CLS/KCLS),"Monday, Mar 11 2024"
16:51,,Spokane (GEG)-,-,C25B (N370MR),,Landed 16:58,Chehalis Centralia Airport(CLS/KCLS),"Monday, Mar 11 2024"
23:16,,Aurora (QSA)-,-,PC12 (N886LF),,Landed 23:09,Chehalis Centralia Airport(CLS/KCLS),"Monday, Mar 11 2024"
"Tuesday, Mar 12",,,,,,,Chehalis Centralia Airport(CLS/KCLS)
17:38,,Boise (BOI)-,-,C25B (N370MR),,Landed 17:22,Chehalis Centralia Airport(CLS/KCLS),"Tuesday, Mar 12 2024"
"Monday, Mar 11",,,,,,,Chehalis Centralia Airport(CLS/KCLS)
16:39,,Great Falls (GTF)-,-,C25B (N523DV),,Landed 17:04,Chehalis Centralia Airport(CLS/KCLS),"Monday, Mar 11 2024"
16:51,,Spokane (GEG)-,-,C25B (N370MR),,Landed 16:58,Chehalis Centralia Airport(CLS/KCLS),"Monday, Mar 11 2024"
23:16,,Aurora (QSA)-,-,PC12 (N886LF),,Landed 23:09,Chehalis Centralia Airport(CLS/KCLS),"Monday, Mar 11 2024"
"Tuesday, Mar 12",,,,,,,Chehalis Centralia Airport(CLS/KCLS)
17:38,,Boise (BOI)-,-,C25B (N370MR),,Landed 17:22,Chehalis Centralia Airport(CLS/KCLS),"Tuesday, Mar 12 2024"
"Wednesday, Mar 13",,,,,,,Chehalis Centralia Airport(CLS/KCLS)
10:29,,Everett (PAE)-,-,M20T (N355RZ),,Scheduled,Chehalis Centralia Airport(CLS/KCLS),"Wednesday, Mar 13 2024"
13:36,EJA327,Napa (APC)-,NetJets -,E55P (),,Scheduled,Chehalis Centralia Airport(CLS/KCLS),"Wednesday, Mar 13 2024"
10:29,,Everett (PAE)-,-,M20T (N355RZ),,Scheduled,Chehalis Centralia Airport(CLS/KCLS),"Wednesday, Mar 13 2024"
13:36,EJA327,Napa (APC)-,NetJets -,E55P (),,Scheduled,Chehalis Centralia Airport(CLS/KCLS),"Wednesday, Mar 13 2024"
10:29,,Everett (PAE)-,-,M20T (N355RZ),,Scheduled,Chehalis Centralia Airport(CLS/KCLS),"Wednesday, Mar 13 2024"
13:36,EJA327,Napa (APC)-,NetJets -,E55P (),,Scheduled,Chehalis Centralia Airport(CLS/KCLS),"Wednesday, Mar 13 2024"
10:29,,Everett (PAE)-,-,M20T (N355RZ),,Scheduled,Chehalis Centralia Airport(CLS/KCLS),"Wednesday, Mar 13 2024"
13:36,EJA327,Napa (APC)-,NetJets -,E55P (),,Scheduled,Chehalis Centralia Airport(CLS/KCLS),"Wednesday, Mar 13 2024"
10:29,,Everett (PAE)-,-,M20T (N355RZ),,Scheduled,Chehalis Centralia Airport(CLS/KCLS),"Wednesday, Mar 13 2024"
13:36,EJA327,Napa (APC)-,NetJets -,E55P (),,Scheduled,Chehalis Centralia Airport(CLS/KCLS),"Wednesday, Mar 13 2024"
10:29,,Everett (PAE)-,-,M20T (N355RZ),,Scheduled,Chehalis Centralia Airport(CLS/KCLS),"Wednesday, Mar 13 2024"
13:36,EJA327,Napa (APC)-,NetJets -,E55P (),,Scheduled,Chehalis Centralia Airport(CLS/KCLS),"Wednesday, Mar 13 2024"
Load later flights,,,,,,,Chehalis Centralia Airport(CLS/KCLS),"Wednesday, Mar 13 2024"
