Day,Airport_id,Date,Wind speed,Temperature,Visibility,Time,Wind direction,Dew point,Pressure,Wind gust
13th,VJI/KVJI,2024-03-11 08:55:00,0kt,8°C,10 SM,02:15 UTC,0°,-4°C,30.05 inHg,
13th,VJI/KVJI,2024-03-11 08:55:00,0kt,7°C,10 SM,01:55 UTC,0°,-2°C,30.05 inHg,
13th,VJI/KVJI,2024-03-11 08:55:00,0kt,8°C,10 SM,01:15 UTC,0°,-4°C,30.04 inHg,
13th,VJI/KVJI,2024-03-11 08:55:00,0kt,9°C,10 SM,00:55 UTC,0°,-3°C,30.03 inHg,
13th,VJI/KVJI,2024-03-11 08:55:00,0kt,11°C,10 SM,00:15 UTC,0°,-3°C,30.03 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,0kt,12°C,10 SM,23:55 UTC,0°,-4°C,30.03 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,3kt,15°C,10 SM,23:15 UTC,250°,-7°C,30.03 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,5kt,15°C,10 SM,22:55 UTC,260°,-7°C,30.03 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,7kt,16°C,10 SM,22:15 UTC,250°,-7°C,30.02 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,8kt,16°C,10 SM,21:55 UTC,240°,-7°C,30.03 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,9kt,16°C,10 SM,21:15 UTC,270°,-7°C,30.05 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,9kt,16°C,10 SM,20:55 UTC,240°,-7°C,30.06 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,8kt,16°C,10 SM,20:15 UTC,270°,-7°C,30.07 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,9kt,16°C,10 SM,19:55 UTC,260°,-6°C,30.07 inHg,16kt
12th,VJI/KVJI,2024-03-11 08:55:00,9kt,15°C,10 SM,19:15 UTC,250°,-6°C,30.08 inHg,14kt
12th,VJI/KVJI,2024-03-11 08:55:00,10kt,15°C,10 SM,18:55 UTC,290°,-6°C,30.09 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,6kt,14°C,10 SM,18:15 UTC,230°,-6°C,30.11 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,8kt,13°C,10 SM,17:15 UTC,260°,-5°C,30.14 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,9kt,13°C,10 SM,16:55 UTC,250°,-6°C,30.15 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,3kt,12°C,10 SM,16:15 UTC,260°,-7°C,30.17 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,7kt,12°C,10 SM,15:55 UTC,270°,-6°C,30.18 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,5kt,10°C,10 SM,15:15 UTC,240°,-7°C,30.18 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,5kt,10°C,10 SM,14:55 UTC,240°,-7°C,30.19 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,6kt,8°C,10 SM,14:15 UTC,260°,-5°C,30.19 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,0kt,6°C,10 SM,13:55 UTC,0°,-5°C,30.19 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,0kt,3°C,10 SM,13:15 UTC,0°,-3°C,30.18 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,0kt,1°C,10 SM,12:55 UTC,0°,-4°C,30.19 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,0kt,-1°C,10 SM,12:15 UTC,0°,-6°C,30.19 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,4kt,-1°C,10 SM,11:55 UTC,110°,-6°C,30.18 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,0kt,-1°C,10 SM,11:15 UTC,0°,-6°C,30.18 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,0kt,0°C,10 SM,10:55 UTC,0°,-6°C,30.18 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,3kt,0°C,10 SM,10:15 UTC,110°,-6°C,30.17 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,0kt,-1°C,10 SM,09:55 UTC,0°,-6°C,30.16 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,0kt,0°C,10 SM,09:15 UTC,0°,-6°C,30.16 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,0kt,0°C,10 SM,08:55 UTC,0°,-6°C,30.16 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,0kt,0°C,10 SM,08:15 UTC,0°,-5°C,30.16 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,0kt,0°C,10 SM,07:55 UTC,0°,-5°C,30.16 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,0kt,0°C,10 SM,07:15 UTC,0°,-5°C,30.16 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,0kt,0°C,10 SM,06:55 UTC,0°,-5°C,30.16 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,0kt,0°C,10 SM,06:15 UTC,0°,-4°C,30.17 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,3kt,1°C,10 SM,05:55 UTC,300°,-5°C,30.17 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,0kt,1°C,10 SM,05:15 UTC,0°,-5°C,30.18 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,0kt,1°C,10 SM,04:55 UTC,0°,-5°C,30.18 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,0kt,2°C,10 SM,04:15 UTC,0°,-5°C,30.19 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,0kt,2°C,10 SM,03:55 UTC,0°,-5°C,30.19 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,0kt,3°C,10 SM,03:15 UTC,0°,-5°C,30.19 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,3kt,4°C,10 SM,02:55 UTC,280°,-5°C,30.19 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,0kt,6°C,10 SM,02:15 UTC,0°,-7°C,30.19 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,0kt,6°C,10 SM,01:55 UTC,0°,-7°C,30.19 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,3kt,7°C,10 SM,01:15 UTC,280°,-7°C,30.19 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,5kt,7°C,10 SM,00:55 UTC,280°,-6°C,30.19 inHg,
12th,VJI/KVJI,2024-03-11 08:55:00,6kt,7°C,10 SM,00:15 UTC,270°,-6°C,30.19 inHg,
11th,VJI/KVJI,2024-03-11 08:55:00,4kt,8°C,10 SM,23:55 UTC,270°,-7°C,30.18 inHg,
11th,VJI/KVJI,2024-03-11 08:55:00,7kt,10°C,10 SM,23:15 UTC,280°,-9°C,30.18 inHg,
11th,VJI/KVJI,2024-03-11 08:55:00,9kt,10°C,10 SM,22:55 UTC,270°,-10°C,30.18 inHg,
11th,VJI/KVJI,2024-03-11 08:55:00,9kt,11°C,10 SM,22:15 UTC,280°,-10°C,30.17 inHg,
11th,VJI/KVJI,2024-03-11 08:55:00,9kt,11°C,10 SM,21:55 UTC,280°,-10°C,30.18 inHg,
11th,VJI/KVJI,2024-03-11 08:55:00,10kt,11°C,10 SM,21:15 UTC,270°,-10°C,30.18 inHg,
11th,VJI/KVJI,2024-03-11 08:55:00,10kt,11°C,10 SM,20:55 UTC,260°,-10°C,30.18 inHg,
11th,VJI/KVJI,2024-03-11 08:55:00,12kt,11°C,10 SM,20:15 UTC,270°,-9°C,30.19 inHg,
11th,VJI/KVJI,2024-03-11 08:55:00,8kt,11°C,10 SM,19:35 UTC,280°,-12°C,30.2 inHg,
11th,VJI/KVJI,2024-03-11 08:55:00,12kt,10°C,10 SM,19:15 UTC,270°,-12°C,30.2 inHg,
11th,VJI/KVJI,2024-03-11 08:55:00,6kt,10°C,10 SM,18:55 UTC,330°,-14°C,30.21 inHg,
11th,VJI/KVJI,2024-03-11 08:55:00,6kt,8°C,10 SM,18:15 UTC,280°,-12°C,30.22 inHg,
11th,VJI/KVJI,2024-03-11 08:55:00,5kt,8°C,10 SM,17:55 UTC,300°,-14°C,30.23 inHg,15kt
11th,VJI/KVJI,2024-03-11 08:55:00,7kt,7°C,10 SM,17:15 UTC,300°,-14°C,30.24 inHg,
11th,VJI/KVJI,2024-03-11 08:55:00,9kt,6°C,10 SM,16:55 UTC,310°,-13°C,30.24 inHg,
11th,VJI/KVJI,2024-03-11 08:55:00,8kt,5°C,10 SM,16:15 UTC,320°,-13°C,30.25 inHg,15kt
11th,VJI/KVJI,2024-03-11 08:55:00,8kt,5°C,10 SM,15:55 UTC,340°,-15°C,30.25 inHg,
11th,VJI/KVJI,2024-03-11 08:55:00,5kt,4°C,10 SM,15:15 UTC,360°,-14°C,30.25 inHg,
11th,VJI/KVJI,2024-03-11 08:55:00,7kt,4°C,10 SM,14:55 UTC,330°,-13°C,30.25 inHg,
11th,VJI/KVJI,2024-03-11 08:55:00,7kt,2°C,10 SM,14:15 UTC,340°,-13°C,30.26 inHg,
11th,VJI/KVJI,2024-03-11 08:55:00,7kt,2°C,10 SM,13:55 UTC,350°,-12°C,30.26 inHg,14kt
11th,VJI/KVJI,2024-03-11 08:55:00,6kt,1°C,10 SM,13:15 UTC,340°,-13°C,30.25 inHg,
11th,VJI/KVJI,2024-03-11 08:55:00,4kt,1°C,10 SM,12:55 UTC,310°,-12°C,30.25 inHg,
11th,VJI/KVJI,2024-03-11 08:55:00,4kt,0°C,10 SM,12:15 UTC,300°,-12°C,30.24 inHg,
11th,VJI/KVJI,2024-03-11 08:55:00,4kt,0°C,10 SM,11:55 UTC,290°,-12°C,30.23 inHg,
11th,VJI/KVJI,2024-03-11 08:55:00,6kt,0°C,10 SM,11:15 UTC,260°,-11°C,30.21 inHg,
11th,VJI/KVJI,2024-03-11 08:55:00,5kt,0°C,10 SM,10:55 UTC,290°,-11°C,30.2 inHg,
11th,VJI/KVJI,2024-03-11 08:55:00,6kt,0°C,10 SM,10:15 UTC,280°,-11°C,30.19 inHg,
11th,VJI/KVJI,2024-03-11 08:55:00,7kt,0°C,10 SM,09:55 UTC,300°,-12°C,30.18 inHg,14kt
11th,VJI/KVJI,2024-03-11 08:55:00,10kt,1°C,10 SM,09:15 UTC,330°,-10°C,30.17 inHg,18kt
11th,VJI/KVJI,2024-03-11 08:55:00,11kt,1°C,10 SM,08:55 UTC,340°,-10°C,30.17 inHg,16kt
